 ,Dep.,Apelido,Região, .1,Situação, .2,Função,Tipo Apanha Frac.,Promoção,Altura,Num.Posto,Descr.Posto,Motivo Bloqueio, .3,Data Último Invent.,Sit.Último Invent.,Total Invent.
,1,016-024-02-02,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:47,Contado,16
,1,016-024-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-06 08:53:38,Contado,11
,1,016-024-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:40,Contado,12
,1,016-024-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:29,Contado,14
,1,016-024-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:29,Contado,14
,1,016-024-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:36,Contado,13
,1,016-024-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:36,Contado,12
,1,016-024-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:46,Contado,17
,1,016-024-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:47,Contado,10
,1,016-024-07-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:06,Pendente,12
,1,016-024-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:08,Contado,8
,1,016-025-02-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:09:37,Contado,12
,1,016-025-02-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-06 10:58:42,Contado,13
,1,016-025-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:03,Contado,9
,1,016-025-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:03,Contado,8
,1,016-025-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:29,Contado,9
,1,016-025-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:29,Contado,6
,1,016-025-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:06,Contado,13
,1,016-025-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:07,Contado,8
,1,016-025-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:20,Contado,13
,1,016-025-06-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:06,Pendente,13
,1,016-025-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:50,Contado,11
,1,016-025-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:50,Contado,10
,1,016-026-02-01,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:47,Contado,6
,1,016-026-02-02,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:47,Contado,6
,1,016-026-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:40,Contado,9
,1,016-026-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:40,Contado,12
,1,016-026-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:29,Contado,9
,1,016-026-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:29,Contado,9
,1,016-026-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:36,Contado,13
,1,016-026-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:36,Contado,9
,1,016-026-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:47,Contado,11
,1,016-026-06-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:06,Pendente,18
,1,016-026-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:09,Contado,9
,1,016-026-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:09,Contado,10
,1,016-027-02-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:09:38,Contado,7
,1,016-027-02-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:09:38,Contado,8
,1,016-027-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:03,Contado,8
,1,016-027-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:03,Contado,7
,1,016-027-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:29,Contado,12
,1,016-027-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:29,Contado,12
,1,016-027-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:07,Contado,8
,1,016-027-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:07,Contado,7
,1,016-027-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:20,Contado,18
,1,016-027-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:20,Contado,14
,1,016-027-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:50,Contado,9
,1,016-027-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:50,Contado,5
,1,016-028-02-01,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:47,Contado,3
,1,016-028-02-02,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:47,Contado,20
,1,016-028-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:40,Contado,5
,1,016-028-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:40,Contado,9
,1,016-028-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:30,Contado,8
,1,016-028-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:30,Contado,13
,1,016-028-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:36,Contado,10
,1,016-028-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:36,Contado,7
,1,016-028-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:47,Contado,11
,1,016-028-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:47,Contado,8
,1,016-028-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:09,Contado,5
,1,016-028-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:09,Contado,5
,1,016-029-02-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:09:38,Contado,13
,1,016-029-02-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-08 08:27:12,Pendente,12
,1,016-029-03-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:06,Pendente,12
,1,016-029-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:04,Contado,8
,1,016-029-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:29,Contado,9
,1,016-029-04-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:06,Pendente,7
,1,016-029-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:07,Contado,8
,1,016-029-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:07,Contado,10
,1,016-029-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:20,Contado,9
,1,016-029-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:21,Contado,8
,1,016-029-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:50,Contado,7
,1,016-029-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:50,Contado,5
,1,016-030-02-01,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:47,Contado,11
,1,016-030-02-02,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:48,Contado,13
,1,016-030-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:40,Contado,8
,1,016-030-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:41,Contado,8
,1,016-030-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:30,Contado,8
,1,016-030-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:30,Contado,7
,1,016-030-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:36,Contado,5
,1,016-030-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:36,Contado,8
,1,016-030-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:47,Contado,11
,1,016-030-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:47,Contado,13
,1,016-030-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:09,Contado,7
,1,016-030-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:10,Contado,7
,1,016-031-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:30,Contado,11
,1,016-031-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:30,Contado,13
,1,016-031-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:07,Contado,7
,1,016-031-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:08,Contado,10
,1,016-031-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:21,Contado,10
,1,016-031-06-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-07 14:50:59,Pendente,13
,1,016-031-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:51,Contado,3
,1,016-031-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:51,Contado,10
,1,016-032-03-01,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,.NÃO EXISTE,,,Pendente,0
,1,016-032-03-02,1,,Inativo,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,.NÃO EXISTE,,,Pendente,0
,1,016-032-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:30,Contado,17
,1,016-032-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:30,Contado,11
,1,016-032-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:36,Contado,7
,1,016-032-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:37,Contado,7
,1,016-032-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:48,Contado,12
,1,016-032-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:48,Contado,17
,1,016-032-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:10,Contado,9
,1,016-032-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:10,Contado,11
,1,016-033-02-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:09:38,Contado,15
,1,016-033-02-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:09:39,Contado,9
,1,016-033-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:04,Contado,12
,1,016-033-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:04,Contado,9
,1,016-033-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:30,Contado,11
,1,016-033-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:30,Contado,10
,1,016-033-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:08,Contado,10
,1,016-033-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:08,Contado,10
,1,016-033-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:21,Contado,8
,1,016-033-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:21,Contado,7
,1,016-033-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:51,Contado,11
,1,016-033-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:51,Contado,11
,1,016-034-02-01,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:48,Contado,11
,1,016-034-02-02,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:48,Contado,13
,1,016-034-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:41,Contado,15
,1,016-034-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:41,Contado,14
,1,016-034-04-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:06,Pendente,11
,1,016-034-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:30,Contado,10
,1,016-034-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:37,Contado,7
,1,016-034-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:37,Contado,12
,1,016-034-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:48,Contado,7
,1,016-034-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:48,Contado,11
,1,016-034-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:10,Contado,8
,1,016-034-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:10,Contado,10
,1,016-035-02-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:09:39,Contado,8
,1,016-035-02-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:09:39,Contado,9
,1,016-035-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:04,Contado,10
,1,016-035-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:04,Contado,15
,1,016-035-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:30,Contado,16
,1,016-035-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:30,Contado,11
,1,016-035-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:08,Contado,10
,1,016-035-05-02,1,,Bloqueado,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,.OLIVIO,,2025-01-03 08:46:08,Contado,14
,1,016-035-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:21,Contado,12
,1,016-035-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:21,Contado,20
,1,016-035-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-06 08:53:38,Contado,11
,1,016-035-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:51,Contado,7
,1,016-036-02-01,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:48,Contado,11
,1,016-036-02-02,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:48,Contado,10
,1,016-036-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:41,Contado,9
,1,016-036-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:41,Contado,11
,1,016-036-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:30,Contado,16
,1,016-036-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:31,Contado,13
,1,016-036-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:37,Contado,11
,1,016-036-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:37,Contado,9
,1,016-036-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:48,Contado,9
,1,016-036-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:48,Contado,7
,1,016-036-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:10,Contado,8
,1,016-036-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:11,Contado,9
,1,016-037-02-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-07 14:50:59,Pendente,15
,1,016-037-02-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:09:39,Contado,5
,1,016-037-03-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-07 14:50:59,Pendente,15
,1,016-037-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:04,Contado,11
,1,016-037-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:30,Contado,7
,1,016-037-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:30,Contado,7
,1,016-037-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:08,Contado,8
,1,016-037-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:09,Contado,2
,1,016-037-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:21,Contado,5
,1,016-037-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:22,Contado,7
,1,016-037-07-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:06,Pendente,3
,1,016-037-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:51,Contado,10
,1,016-038-02-01,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:48,Contado,9
,1,016-038-02-02,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:49,Contado,18
,1,016-038-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:41,Contado,14
,1,016-038-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:41,Contado,15
,1,016-038-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:31,Contado,8
,1,016-038-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:31,Contado,17
,1,016-038-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:37,Contado,10
,1,016-038-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:37,Contado,10
,1,016-038-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:48,Contado,16
,1,016-038-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:49,Contado,9
,1,016-038-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:11,Contado,9
,1,016-038-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:11,Contado,9
,1,016-039-02-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:09:39,Contado,16
,1,016-039-02-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:09:39,Contado,15
,1,016-039-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:05,Contado,22
,1,016-039-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:05,Contado,13
,1,016-039-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:30,Contado,3
,1,016-039-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 09:53:31,Contado,16
,1,016-039-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:09,Contado,7
,1,016-039-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 08:46:09,Contado,10
,1,016-039-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:22,Contado,16
,1,016-039-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 17:13:22,Contado,9
,1,016-039-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:51,Contado,8
,1,016-039-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 16:06:51,Contado,8
,1,016-040-02-01,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:49,Contado,10
,1,016-040-02-02,1,,Uso,,Armazenagem,,,ALTURA PADRAO PALETE,0,,,,2025-01-02 17:49:49,Contado,13
,1,016-040-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:16:41,Contado,13
,1,016-040-03-02,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:06,Pendente,9
,1,016-040-04-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:31,Contado,4
,1,016-040-04-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 14:19:31,Contado,4
,1,016-040-05-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:37,Contado,3
,1,016-040-05-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 13:42:37,Contado,14
,1,016-040-06-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:49,Contado,5
,1,016-040-06-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:27:49,Contado,9
,1,016-040-07-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:11,Contado,9
,1,016-040-07-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 10:42:11,Contado,8
,1,016-041-02-01,1,,Bloq.Invent.,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,INVENTARIO,,2025-01-06 16:56:06,Pendente,19
,1,016-041-02-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-02 14:09:39,Contado,16
,1,016-041-03-01,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:05,Contado,11
,1,016-041-03-02,1,,Uso,,Armazenagem,,,ALTURA MAIOR PADRAO,0,,,,2025-01-03 11:03:05,Contado,11
