Endereço,Tipo Endereço,Motivo Bloq.Ender.,Estoque Total (Unit.),Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000076171,WHEY 100% PURE MORANGO POUCH 900G,070638A,2025-08-31 00:00:00,523,,12,0,0,4,0,8
,020000076518,NUTRIWHEY POUCH MORANGO 900 G,070897A,2025-08-31 00:00:00,523,,35,0,0,10,0,25
,,,,,,,,,,,,
016-020-05-01,Armazenagem,,10080,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000064380,"COMPRESSA HÉRIKA SOFT 13 FIOS/CM2,7,5CM",C091,2029-02-28 00:00:00,1800,,10080,0,0,0,0,10080
,,,,,,,,,,,,
016-020-05-02,Armazenagem,,780,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000064381,TOALHA UMED LARA BABY C/ 100,201,2026-02-28 00:00:00,704,,780,0,0,0,0,780
,,,,,,,,,,,,
016-020-06-01,Armazenagem,,624,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000062345,TOALHAS UMED PURO AMOR 100 UND,10488,2026-01-31 00:00:00,676,,624,0,0,0,0,624
,,,,,,,,,,,,
016-020-06-02,Armazenagem,,240,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101072,BISURAN XPE INF 4MG/5ML 120ML,3Q6451,2025-08-31 00:00:00,523,,240,0,0,0,0,240
,,,,,,,,,,,,
016-020-07-01,Armazenagem,,120,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000060342,FD INF VIC BABY MEGA EG 3X70,1684820100,2026-11-30 00:00:00,979,,120,0,0,0,0,120
,,,,,,,,,,,,
016-020-07-02,Armazenagem,,120,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000060342,FD INF VIC BABY MEGA EG 3X70,1684820100,2026-11-30 00:00:00,979,,120,0,0,0,0,120
,,,,,,,,,,,,
016-021-02-01,Armazenagem,,2018,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000010177,NIMESULIDA 100MG C/ 12COMP,3Z0743,2025-10-31 00:00:00,584,,384,0,0,0,0,384
,020000010271,PREDNISONA 20MG C/ 10COMP,3Y8857,2026-01-31 00:00:00,676,,96,0,0,0,0,96
,020000010594,PARACETAMOL BEBE 100MG 15ML,3X6398,2026-01-31 00:00:00,676,,36,0,0,0,0,36
,020000011095,PREDNISOLONA 20MG C/ 10COMP,3W1478,2025-10-31 00:00:00,584,,252,0,0,0,0,252
,020000012578,AMOX+CLAVUL POT 875+125MG (AM) C/ 14CP,3X5663,2026-01-31 00:00:00,676,,50,0,0,0,0,50
,020000232487,REPOFLOR 250MG FR C/10 CAP DURA - L,3Y4315,2026-02-28 00:00:00,704,,1200,0,0,0,0,1200
,,,,,,,,,,,,
016-021-02-02,Armazenagem,,570,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101072,BISURAN XPE INF 4MG/5ML 120ML,3Q6451,2025-08-31 00:00:00,523,,180,0,0,0,0,180
,020000102111,ENDCOFF MEL E LIMAO C/ 12PAST,3Q4630,2025-06-30 00:00:00,461,,150,0,0,0,0,150
,020000106004,DORSPAN SOL ORAL C/ 20ML,3N4046,2025-06-30 00:00:00,461,,240,0,0,0,0,240
,,,,,,,,,,,,
016-021-03-01,Armazenagem,,780,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000064381,TOALHA UMED LARA BABY C/ 100,145,2025-12-31 00:00:00,645,,780,0,0,0,0,780
,,,,,,,,,,,,
016-021-03-02,Armazenagem,,21,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000102604,"NARIDRIN LAVAGEM NASAL 30ENVX2,16G+FR240",3Q0451,2025-07-31 00:00:00,492,,21,0,0,0,0,21
,,,,,,,,,,,,
016-021-04-01,Armazenagem,,3792,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000232411,NEXFLEN 550MG C/ 10COMP,3Y0902,2026-01-31 00:00:00,676,,3792,0,0,336,0,3456
,,,,,,,,,,,,
016-021-04-02,Armazenagem,,70,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000070795,MALTODEXTRIN UVA POUCH 1KG,070704,2025-08-31 00:00:00,523,,10,0,0,0,0,10
,020000076481,ALBUMIX POWDER POUCH 500 G,069187,2025-05-31 00:00:00,431,,12,0,0,0,0,12
,020000076980,WHEY 100% PURE COCO POUCH 900G,070451,2025-08-31 00:00:00,523,,24,0,0,0,0,24
,020000077403,MY WHEY BANANA 250 ML,067632,2024-10-31 00:00:00,219,,24,0,0,0,0,24
,,,,,,,,,,,,
016-021-05-01,Armazenagem,,24,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000076981,WHEY 100% PURE CHOC. MALTADO POUCH 900G,069181,2025-05-31 00:00:00,431,,24,0,0,0,0,24
,,,,,,,,,,,,
016-021-05-02,Armazenagem,,1020,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000010579,ACETILCISTEINA 20MG/ML XPE 120ML,3P3709,2025-07-31 00:00:00,492,,1020,0,0,0,0,1020
,,,,,,,,,,,,
016-021-06-01,Armazenagem,,486,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000063034,LIMP LENT SOLUCAO 470ML,M230310,2026-01-31 00:00:00,676,,486,0,0,0,0,486
,,,,,,,,,,,,
016-021-06-02,Armazenagem,,522,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000063034,LIMP LENT SOLUCAO 470ML,M230178,2026-01-31 00:00:00,676,,522,0,0,0,0,522
,,,,,,,,,,,,
016-021-07-01,Armazenagem,,120,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000060342,FD INF VIC BABY MEGA EG 3X70,1684820100,2026-11-30 00:00:00,979,,120,0,0,0,0,120
,,,,,,,,,,,,
016-021-07-02,Armazenagem,,120,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000060342,FD INF VIC BABY MEGA EG 3X70,1684820100,2026-11-30 00:00:00,979,,120,0,0,0,0,120
,,,,,,,,,,,,
016-022-02-01,Armazenagem,,3300,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101190,EMSEXPECTOR XPE 120ML,3N6607,2025-09-30 00:00:00,553,,3300,0,0,0,0,3300
,,,,,,,,,,,,
016-022-02-02,Armazenagem,,7400,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000106011,NARIDRIN 12 HORAS FR C/30ML,3V5683,2026-11-30 00:00:00,979,,7400,0,0,0,0,7400
,,,,,,,,,,,,
016-022-03-01,Armazenagem,,378,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000102604,"NARIDRIN LAVAGEM NASAL 30ENVX2,16G+FR240",3Q0451,2025-07-31 00:00:00,492,,378,0,0,0,0,378
,,,,,,,,,,,,
016-022-03-02,Armazenagem,,275,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000010201,AMOXICILINA SUSP 400MG (AM) 100ML,3M8848,2025-05-31 00:00:00,431,,125,0,0,0,0,125
,020000010201,AMOXICILINA SUSP 400MG (AM) 100ML,3M9273,2025-05-31 00:00:00,431,,125,0,0,0,0,125
,020000011037,AMOXICILINA SUSP 250MG (AM) 150ML,3I7866,2025-02-28 00:00:00,339,,25,0,0,0,0,25
,,,,,,,,,,,,
016-022-04-01,Armazenagem,,76,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000076189,CRISP BAR TRUFA AVELA 12 UND,070089,2025-01-31 00:00:00,311,,20,0,0,0,0,20
,020000076375,WHEY ISO TRIPLE CHOCOLATE PT 900G,070822,2025-08-31 00:00:00,523,,4,0,0,0,0,4
,020000076477,CRISP BAR CHEESECAKE FRUTAS VERM 12 UND,070219,2025-01-31 00:00:00,311,,8,0,0,0,0,8
,020000076511,THERMA PRO HARDCORE 60 CAPS,070685,2025-07-31 00:00:00,492,,6,0,0,0,0,6
,020000077276,NUTRIWHEY BAUNILHA POTE 900G,070629,2025-08-31 00:00:00,523,,2,0,0,0,0,2
,020000077329,CRISP BAR DUO CRUNCH 12 UND,070760,2025-02-28 00:00:00,339,,36,0,0,0,0,36
,,,,,,,,,,,,
016-022-04-02,Armazenagem,,322,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000070794,MALTODEXTRIN LARANJA POUCH 1KG,070770,2025-09-30 00:00:00,553,,10,0,0,0,0,10
,020000070908,CREATINA  60 CPS,070687,2025-07-31 00:00:00,492,,306,0,0,6,0,300
,020000077278,NUTRIWHEY MORANGO POTE 900G,070891,2025-09-30 00:00:00,553,,6,0,0,0,0,6
,,,,,,,,,,,,
016-022-05-01,Armazenagem,,300,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000064381,TOALHA UMED LARA BABY C/ 100,201,2026-02-28 00:00:00,704,,300,0,0,0,0,300
,,,,,,,,,,,,
016-022-06-01,Armazenagem,,1140,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000063974,PREDNISOLONA 3MG/ML SOL OR 120ML,78279,2025-05-31 00:00:00,431,,1140,0,0,0,0,1140
,,,,,,,,,,,,
016-022-06-02,Armazenagem,,780,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000062345,TOALHAS UMED PURO AMOR 100 UND,10488,2026-01-31 00:00:00,676,,780,0,0,0,0,780
,,,,,,,,,,,,
016-022-07-01,Armazenagem,,240,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000061890,SOLUÇÃO FISIOLÓGICA 500ML,2303222,2025-08-31 00:00:00,523,,240,0,0,0,0,240
,,,,,,,,,,,,
016-022-07-02,Armazenagem,,120,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000060342,FD INF VIC BABY MEGA EG 3X70,1684820100,2026-11-30 00:00:00,979,,120,0,0,0,0,120
,,,,,,,,,,,,
016-023-02-01,Armazenagem,,810,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000010306,OMEPRAZOL 40MG C/ 7CAPS,3F5830,2024-10-31 00:00:00,219,,480,0,0,0,0,480
,020000010396,"ENALAPRIL+HIDRO 20/12,5MG 30CP",3C3019,2024-09-30 00:00:00,188,,288,0,0,0,0,288
,020000102604,"NARIDRIN LAVAGEM NASAL 30ENVX2,16G+FR240",3Q0451,2025-07-31 00:00:00,492,,42,0,0,0,0,42
,,,,,,,,,,,,
016-023-02-02,Armazenagem,,1620,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000138267,TORSILAX C/ 12 COMP,B23K2083,2025-10-31 00:00:00,584,,1620,0,0,0,0,1620
,,,,,,,,,,,,
016-023-03-01,Armazenagem,,74,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000014322,DIPIRONA SOD 500MG 24X10 240 COMP,3I0079,2025-01-31 00:00:00,311,,24,0,0,0,0,24
,020000102092,ENDCOFF MENTA C/ 12PAST,3R5516,2025-07-31 00:00:00,492,,50,0,0,0,0,50
,,,,,,,,,,,,
016-023-03-02,Armazenagem,,780,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000064381,TOALHA UMED LARA BABY C/ 100,153,2025-12-31 00:00:00,645,,780,0,0,0,0,780
,,,,,,,,,,,,
016-023-04-01,Armazenagem,,120,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000076187,CRISP BAR ROMEU E JULIETA 12 UNID,070214,2025-01-31 00:00:00,311,,4,0,0,0,0,4
,020000076190,CRISP BAR DOCE DE COCO 12 UNID,070220,2025-01-31 00:00:00,311,,8,0,0,0,0,8
,020000076252,DARK BAR CHOCOLATE AMARGO CASTANHAS 8UN,070086,2025-01-31 00:00:00,311,,8,0,0,0,0,8
,020000076479,CRISP BAR TRUFA DE MARACUJA 12 UNIQUAL,069777,2024-12-31 00:00:00,280,,16,0,0,0,0,16
,020000076695,DARK BAR COOKIES COM NIBS DE CACAU 8 UND,069646,2024-12-31 00:00:00,280,,32,0,0,4,0,28
,020000076832,CRISP BAR LEITE NINO CREME AVELÃ 12 UND,070221,2025-01-31 00:00:00,311,,40,0,0,0,0,40
,020000076930,DARK BAR FLOCOS COM CHOC CHIPS 8UN,068643,2024-12-31 00:00:00,280,,12,0,0,0,0,12
,,,,,,,,,,,,
016-023-04-02,Armazenagem,,486,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000012796,CICLOBENZAPRINA CLOR 10MG C/ 15COMP,3F0101,2024-10-31 00:00:00,219,,48,0,0,0,0,48
,020000063618,"ESPARADRAPO IMPERMEAVEL BEGE 2,5CMX4,5M",ESH25801,2024-10-31 00:00:00,219,,288,0,0,0,0,288
,020000109020,POLICLAVUMOXIL BD 400MG (AM) SUSP 70ML,3M6244,2025-05-31 00:00:00,431,,150,0,0,0,0,150
,,,,,,,,,,,,
016-023-05-01,Armazenagem,,780,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000062345,TOALHAS UMED PURO AMOR 100 UND,10488,2026-01-31 00:00:00,676,,780,0,0,0,0,780
,,,,,,,,,,,,
016-023-05-02,Armazenagem,,100,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000062346,PACK PURO AMOR 200 UND,10211,2025-10-31 00:00:00,584,,100,0,0,0,0,100
,,,,,,,,,,,,
016-023-06-01,Armazenagem,,780,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000062345,TOALHAS UMED PURO AMOR 100 UND,10488,2026-01-31 00:00:00,676,,780,0,0,0,0,780
,,,,,,,,,,,,
016-023-06-02,Armazenagem,,288,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000063034,LIMP LENT SOLUCAO 470ML,M230312,2026-01-31 00:00:00,676,,288,0,0,0,0,288
,,,,,,,,,,,,
016-023-07-01,Armazenagem,,120,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000060342,FD INF VIC BABY MEGA EG 3X70,1684820100,2026-11-30 00:00:00,979,,120,0,0,0,0,120
,,,,,,,,,,,,
016-023-07-02,Armazenagem,,120,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000060342,FD INF VIC BABY MEGA EG 3X70,1684820100,2026-11-30 00:00:00,979,,120,0,0,0,0,120
,,,,,,,,,,,,
016-024-02-01,Armazenagem,,3300,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101190,EMSEXPECTOR XPE 120ML,3P1866,2025-07-31 00:00:00,492,,3300,0,0,0,0,3300
,,,,,,,,,,,,
016-024-02-02,Armazenagem,,3300,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000101190,EMSEXPECTOR XPE 120ML,3N6608,2025-09-30 00:00:00,553,,3300,0,0,0,0,3300
,,,,,,,,,,,,
016-024-03-01,Armazenagem,,780,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000064381,TOALHA UMED LARA BABY C/ 100,145,2025-12-31 00:00:00,645,,780,0,0,0,0,780
,,,,,,,,,,,,
016-024-03-02,Armazenagem,,756,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000064381,TOALHA UMED LARA BABY C/ 100,153,2025-12-31 00:00:00,645,,756,0,0,0,0,756
,,,,,,,,,,,,
016-024-04-01,Armazenagem,,260,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000076326,BCAA 2044 MG 90 CAPS,068226,2025-02-28 00:00:00,339,,48,0,0,0,0,48
,020000076350,GLUTAMINE 150 G,070458,2025-08-31 00:00:00,523,,188,0,0,4,0,184
,020000076511,THERMA PRO HARDCORE 60 CAPS,070685A,2025-07-31 00:00:00,492,,24,0,0,0,0,24
,,,,,,,,,,,,
016-024-04-02,Armazenagem,,3300,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000011118,"CLOPERASTINA XPE 3,54 MG/ML C/120 ML",3Y3777,2026-02-28 00:00:00,704,,3300,0,0,0,0,3300
,,,,,,,,,,,,
016-024-05-01,Armazenagem,,1700,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000102092,ENDCOFF MENTA C/ 12PAST,3R5516,2025-07-31 00:00:00,492,,1700,0,0,0,0,1700
,,,,,,,,,,,,
016-024-06-01,Armazenagem,,780,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000062345,TOALHAS UMED PURO AMOR 100 UND,10488,2026-01-31 00:00:00,676,,780,0,0,0,0,780
,,,,,,,,,,,,
016-024-06-02,Armazenagem,,780,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000062345,TOALHAS UMED PURO AMOR 100 UND,10488,2026-01-31 00:00:00,676,,780,0,0,0,0,780
,,,,,,,,,,,,
016-024-07-01,Armazenagem,,120,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000060342,FD INF VIC BABY MEGA EG 3X70,1684820100,2026-11-30 00:00:00,979,,120,0,0,0,0,120
,,,,,,,,,,,,
016-024-07-02,Armazenagem,,120,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000060342,FD INF VIC BABY MEGA EG 3X70,1684820100,2026-11-30 00:00:00,979,,120,0,0,0,0,120
,,,,,,,,,,,,
016-025-02-01,Armazenagem,,318,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000063929,ISOFORT BEAUTY 450G BAUNILHA,0182923,2025-11-30 00:00:00,614,,24,0,0,6,0,18
,020000063930,ISOFORT BEAUTY 450G CACAU,0183223,2025-11-30 00:00:00,614,,6,0,0,0,0,6
,020000063932,OMEGA 3 EPA E DHA 60 CAPSULAS 1000MG,B230012824,2026-01-31 00:00:00,676,,138,0,0,0,0,138
,020000063934,OMEGAFOR PLUS 60 CAPSULAS 1000MG,D232400318,2026-02-28 00:00:00,704,,150,0,0,0,0,150
,,,,,,,,,,,,
016-025-02-02,Armazenagem,,1600,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000102346,ALLEXOFEDRIN PED 6MG/ML SUSP   60ML,3N4534,2025-06-30 00:00:00,461,,1600,0,0,0,0,1600
,,,,,,,,,,,,
016-025-03-01,Armazenagem,,780,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000064381,TOALHA UMED LARA BABY C/ 100,153,2025-12-31 00:00:00,645,,780,0,0,0,0,780
,,,,,,,,,,,,
016-025-03-02,Armazenagem,,936,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000062342,TOALHAS UMED BABY BLESS 100 UND,10404,2025-12-31 00:00:00,645,,936,0,0,0,0,936
,,,,,,,,,,,,
016-025-04-01,Armazenagem,,360,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000234130,AMOX+CLAVUL POT 875+125MG (AM) C/ 20CP,3S4731,2025-09-30 00:00:00,553,,360,0,0,0,0,360
,,,,,,,,,,,,
016-025-04-02,Armazenagem,,3300,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000231262,EXPEC-TAMIN SOL ORAL 120ML,3M0026,2025-06-30 00:00:00,461,,3300,0,0,0,0,3300
,,,,,,,,,,,,
016-025-05-01,Armazenagem,,2640,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000011118,"CLOPERASTINA XPE 3,54 MG/ML C/120 ML",3Y3777,2026-02-28 00:00:00,704,,2640,0,0,0,0,2640
,,,,,,,,,,,,
016-025-05-02,Armazenagem,,2280,,,,,,,,,
,Cód.Produto,Descrição,Num. Lote,Data Validade,Dias Venc.,Lote Bloq.,Estoque,Res.Apanha,Ress.Entrada,Ress.Saída,Ajuste Saída,Saldo
,020000231262,EXPEC-TAMIN SOL ORAL 120ML,3M0026,2025-06-30 00:00:00,461,,2280,0,0,0,0,2280
,,,,,,,,,,,,
016-025-06-01,Armazenagem,,780,,,,,,,,,
