Cód.Produto,Descrição,Curva,Embal.,Qtde Venda,Qtde Acumulada,Perc.,Perc.Acumulada,Dias Pedido,Média por dia,Capacid.Apan.,Perc.Capacid.Apan.,Endereço Apanha,Tipo Ender.,Estoque (Unid.),Ativ.Ressupr.,Qtde Desvio Picking,Ender.Apan.Cx.Fech.,Estoque Cx.Fech. (Unid.),Ativ.Ressupr.Cx.Fech.,Estoque Armaz. (Unid.),Estoque Geral (Unid.)
20000000622.0,FRANGO COM MACAS 320G CAES,B,1.0,106.0,5976916.0,0.0018000000000000002,98.9372,22.0,4.8182,50.0,9.6364,00.199.501.44.06,Flowrack,0.0,8.0,0.0,,0.0,7.0,0.0,0.0
20000001802.0,ESCOVA DENTAL MASSAGEADORA MUNDO BITA,B,1.0,106.0,5977022.0,0.0018000000000000002,98.93900000000001,25.0,4.24,24.0,17.666700000000002,01.995.020.40.04,Prateleira,17.0,2.0,8.0,01.016.029.01.01,36.0,3.0,0.0,53.0
20000060358.0,FD INFANTIL ENXUTITA JUMBINHO M 08X20,B,1.0,106.0,5977128.0,0.0018000000000000002,98.94080000000001,25.0,4.24,8.0,53.0,01.995.029.64.02,Prateleira,6.0,40.0,15.0,01.010.032.01.01,28.0,54.0,96.0,130.0
20000076518.0,NUTRIWHEY POUCH MORANGO 907 G,B,1.0,106.0,5977234.0,0.0018000000000000002,98.94250000000001,51.0,2.0784000000000002,5.0,41.568000000000005,01.995.018.53.02,Prateleira,5.0,56.0,31.0,01.012.064.02.01,9.0,24.0,0.0,14.0
20000012326.0,TADALAFILA 20MG C/ 4COMP,B,1.0,105.0,5977339.0,0.0017000000000000001,98.9443,13.0,8.0769,40.0,20.1923,01.995.020.22.03,Prateleira,40.0,7.0,5.0,01.016.010.01.02,11.0,2.0,0.0,51.0
20000000741.0,BISCOITO CROCANTE DIGESTIVE 150G,B,1.0,105.0,5977444.0,0.0017000000000000001,98.946,17.0,6.1765,48.0,12.867700000000001,00.199.501.43.03,Flowrack,0.0,3.0,0.0,,0.0,2.0,0.0,0.0
20000063513.0,UNIQ B12 MASTIGAVEL C/ 60 COMP,B,1.0,105.0,5977549.0,0.0017000000000000001,98.94770000000001,27.0,3.8889,10.0,38.889,01.995.021.14.02,Prateleira,8.0,25.0,31.0,01.017.024.01.01,7.0,2.0,120.0,135.0
20000029407.0,TOPIRAMATO 50MG (C1)* 4BLTX15 COM REV-NQ,B,1.0,105.0,5977654.0,0.0017000000000000001,98.9495,33.0,3.1818,56.0,5.6818,01.995.010.20.03,Prateleira,1.0,1.0,14.0,02.018.006.01.02,0.0,1.0,0.0,1.0
20000001172.0,GAVIZ V 10MG   5 STRIP X 10 CP,B,1.0,105.0,5977759.0,0.0017000000000000001,98.9512,40.0,2.625,0.0,0.0,,Prateleira,0.0,7.0,0.0,,0.0,3.0,0.0,0.0
20000000354.0,B&T MAX FLUIDO DESEMBARACADOR 500ML,B,1.0,105.0,5977864.0,0.0017000000000000001,98.9529,41.0,2.561,6.0,42.6833,01.995.012.23.04,Prateleira,0.0,8.0,0.0,,0.0,6.0,0.0,0.0
20000000477.0,B&T PRO-VOLUME SHAMPOO 1L,B,1.0,105.0,5977969.0,0.0017000000000000001,98.9547,45.0,2.3333,6.0,38.8883,01.995.012.29.02,Prateleira,0.0,12.0,0.0,,0.0,10.0,0.0,0.0
20000611223.0,UNIPRAZOL 20MG C/28 CAPS UQ-FARMA,B,1.0,104.0,5978073.0,0.0017000000000000001,98.9564,1.0,104.0,85.0,122.3529,01.995.021.18.08,Prateleira,0.0,2.0,0.0,01.017.003.01.01,0.0,0.0,0.0,0.0
20000012036.0,CARBAMAZEPINA 400MG (C1)** C/ 20COMP,B,1.0,104.0,5978177.0,0.0017000000000000001,98.9581,15.0,6.9333,48.0,14.4444,01.995.011.46.02,Prateleira,22.0,2.0,7.0,02.018.001.01.01,0.0,2.0,0.0,22.0
20000600294.0,SULFADIAZINA PRATA (AM) 10MG/G 30G,B,1.0,104.0,5978281.0,0.0017000000000000001,98.9598,29.0,3.5862000000000003,18.0,19.9233,01.995.023.53.08,Prateleira,14.0,12.0,2.0,01.010.030.02.01,62.0,1.0,0.0,76.0
20000002293.0,VITAMINA E 400MG - C/ 60CAPS,B,1.0,104.0,5978385.0,0.0017000000000000001,98.9616,35.0,2.9714,15.0,19.8093,01.995.022.18.02,Prateleira,17.0,9.0,5.0,01.010.038.02.01,12.0,8.0,0.0,29.0
20001059635.0,TIRA DE TESTE AUTO CODE C/50 TIRAS LITE,B,1.0,104.0,5978489.0,0.0017000000000000001,98.9633,36.0,2.8889,20.0,14.444500000000001,01.995.022.31.06,Prateleira,0.0,12.0,11.0,01.010.006.02.01,0.0,0.0,0.0,0.0
20000063002.0,OXIMETRO HC023 MULTILASER,B,1.0,104.0,5978593.0,0.0017000000000000001,98.965,42.0,2.4762,12.0,20.635,01.995.019.22.05,Prateleira,0.0,14.0,10.0,01.016.014.01.01,0.0,1.0,0.0,0.0
20000076170.0,WHEY 100% PURE BAUNILHA POUCH 907G,B,1.0,104.0,5978697.0,0.0017000000000000001,98.9667,58.0,1.7931000000000001,3.0,59.77,01.995.027.16.03,Prateleira,2.0,71.0,28.0,01.012.062.02.02,0.0,29.0,48.0,50.0
20000060315.0,FD MULTIFRAL SUPER JUMBO P 03X100,B,1.0,104.0,5978801.0,0.0017000000000000001,98.9685,64.0,1.625,4.0,40.625,01.995.029.16.01,Prateleira,4.0,26.0,15.0,01.017.033.01.01,9.0,20.0,444.0,457.0
20000000977.0,TROPICAIS DIA A DIA 35G,B,1.0,103.0,5978904.0,0.0017000000000000001,98.9702,7.0,14.714300000000001,25.0,58.857200000000006,01.995.014.23.03,Prateleira,0.0,11.0,6.0,01.018.012.01.01,0.0,3.0,0.0,0.0
20000012235.0,SINVASTATINA 20MG C/ 30COMP,B,1.0,103.0,5979007.0,0.0017000000000000001,98.9719,9.0,11.4444,48.0,23.8425,01.995.028.57.02,Prateleira,0.0,2.0,18.0,01.015.037.01.01,0.0,2.0,0.0,0.0
20000029059.0,"VENLAFAXINA (C1) 37,5MG 30 CAP NQ",B,1.0,103.0,5979110.0,0.0017000000000000001,98.9736,13.0,7.923100000000001,100.0,7.923100000000001,01.995.010.26.01,Prateleira,0.0,1.0,0.0,02.018.005.01.02,0.0,1.0,0.0,0.0
20000610125.0,DIGESTINA 10MG 20COMP UQFAR,B,1.0,103.0,5979213.0,0.0017000000000000001,98.9753,15.0,6.866700000000001,0.0,0.0,,Prateleira,0.0,4.0,0.0,,0.0,0.0,0.0,0.0
20000060321.0,FD MULTIFRAL SUPER JUMBO EG 03X70,B,1.0,103.0,5979316.0,0.0017000000000000001,98.977,34.0,3.0294000000000003,8.0,37.8675,01.995.029.76.02,Prateleira,8.0,56.0,15.0,01.010.036.01.02,27.0,9.0,3081.0,3116.0
20000029925.0,"TIBOLONA 2,5MG 30/COMP NQ",B,1.0,103.0,5979419.0,0.0017000000000000001,98.9787,35.0,2.9429000000000003,48.0,6.131,01.995.009.01.00,Flowrack,0.0,2.0,14.0,01.016.017.01.02,0.0,2.0,0.0,0.0
20000231676.0,"MEGY 3MG + 0,02MG C/24 CPR",B,1.0,102.0,5979521.0,0.0017000000000000001,98.9804,16.0,6.375,24.0,26.5625,01.995.009.01.00,Flowrack,18.0,2.0,8.0,01.017.011.01.01,0.0,2.0,0.0,18.0
20000292480.0,LACTUGOLD FRUTAS VERM 120ML ARTE NATIVA,B,1.0,102.0,5979623.0,0.0017000000000000001,98.9821,19.0,5.3684,15.0,35.789300000000004,01.995.026.26.06,Prateleira,0.0,9.0,0.0,,0.0,1.0,0.0,0.0
20000002294.0,PROPOMUNE XP MEL PROP EUCA AGRIAO 150ML,B,1.0,102.0,5979725.0,0.0017000000000000001,98.9837,20.0,5.1000000000000005,14.0,36.4286,01.995.026.23.04,Prateleira,10.0,21.0,1.0,01.010.040.02.01,0.0,6.0,0.0,10.0
20000012491.0,BROMAZEPAM 3MG (B1)** C/ 30 COMP,B,1.0,102.0,5979827.0,0.0017000000000000001,98.9854,21.0,4.8571,60.0,8.0952,01.995.011.48.07,Prateleira,60.0,2.0,2.0,02.018.004.01.02,0.0,2.0,0.0,70.0
20000001120.0,CERENIA COMP 24MG C/ 4 COMP,B,1.0,102.0,5979929.0,0.0017000000000000001,98.9871,40.0,2.5500000000000003,0.0,0.0,,Prateleira,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
20000076171.0,WHEY 100% PURE MORANGO POUCH 907G,B,1.0,102.0,5980031.0,0.0017000000000000001,98.9888,59.0,1.7288000000000001,4.0,43.22,01.995.028.20.05,Prateleira,3.0,61.0,22.0,01.012.064.02.01,4.0,31.0,28.0,35.0
20000012108.0,PANTOPRAZOL 40MG C/ 28COMP,B,1.0,101.0,5980132.0,0.0017000000000000001,98.99050000000001,12.0,8.4167,56.0,15.029800000000002,01.995.009.01.00,Flowrack,20.0,2.0,10.0,01.017.009.01.01,0.0,1.0,0.0,20.0
20000231281.0,"CARVEGRAN 3,125MG C/ 30COMP",B,1.0,101.0,5980233.0,0.0017000000000000001,98.99220000000001,21.0,4.8095,30.0,16.0317,01.995.022.25.04,Prateleira,24.0,3.0,10.0,01.016.008.01.01,19.0,1.0,0.0,43.0
20000061964.0,AG MULTIFRAL ADULTO EG,B,1.0,101.0,5980334.0,0.0017000000000000001,98.99380000000001,22.0,4.5909,21.0,21.8614,00.199.501.72.03,Flowrack,21.0,14.0,11.0,01.010.004.01.01,49.0,6.0,744.0,814.0
20000029344.0,DICLOF SODICO 100MGBLTX10COM LIB PROL,B,1.0,101.0,5980435.0,0.0017000000000000001,98.9955,24.0,4.2083,30.0,14.027700000000001,01.995.019.57.01,Prateleira,0.0,1.0,10.0,01.016.041.01.02,0.0,1.0,0.0,0.0
20000001423.0,COENZIMA Q10 50MG - 60 CÁPS,B,1.0,101.0,5980536.0,0.0017000000000000001,98.9972,54.0,1.8704,5.0,37.408,01.995.026.22.04,Prateleira,12.0,9.0,20.0,01.010.040.02.02,12.0,9.0,0.0,24.0
20000406203.0,ALPRAZOLAM 1MG 30CPR (B1) EURO,B,1.0,100.0,5980636.0,0.0017000000000000001,98.9988,1.0,100.0,100.0,100.0,01.995.011.20.03,Prateleira,0.0,1.0,0.0,02.018.004.01.02,0.0,3.0,0.0,0.0
20000424333.0,CLONAZEPAM 2MG 30CPR (B1)* EUROFARMA,B,1.0,100.0,5980736.0,0.0017000000000000001,99.0005,1.0,100.0,100.0,100.0,01.995.010.02.06,Flowrack,0.0,0.0,0.0,02.018.003.01.01,0.0,0.0,0.0,0.0
20000404492.0,AZITROMICINA 500MG  5CPR EURO,B,1.0,100.0,5980836.0,0.0017000000000000001,99.0021,1.0,100.0,72.0,138.8889,01.995.020.18.06,Prateleira,0.0,2.0,0.0,,0.0,1.0,0.0,0.0
20000014568.0,IBUPROFENO 100MG/ML 20ML LEG GEN,B,1.0,100.0,5980936.0,0.0017000000000000001,99.0038,1.0,100.0,34.0,294.11760000000004,01.995.020.23.08,Prateleira,0.0,9.0,0.0,01.014.026.02.01,0.0,1.0,0.0,0.0
20000402199.0,AZITROMICINA 500MG  3CPR EURO,B,1.0,100.0,5981036.0,0.0017000000000000001,99.00540000000001,2.0,50.0,0.0,0.0,,Prateleira,0.0,2.0,0.0,01.010.012.02.02,0.0,2.0,0.0,0.0
20000021221.0,BROMETO IPRATROPIO 20ML SOL INAL NQ,B,1.0,100.0,5981136.0,0.0017000000000000001,99.00710000000001,7.0,14.2857,0.0,0.0,,Prateleira,0.0,4.0,0.0,,0.0,1.0,0.0,0.0
20000062617.0,FLUCONAZOL CAP 150 MG C/ 02 - GLOBO,B,1.0,100.0,5981236.0,0.0017000000000000001,99.00880000000001,8.0,12.5,100.0,12.5,01.995.009.01.00,Flowrack,0.0,1.0,0.0,01.016.003.01.02,0.0,1.0,0.0,0.0
20000014623.0,SILDENAFILA  50MG C/  4COMP,B,1.0,100.0,5981336.0,0.0017000000000000001,99.0104,13.0,7.6923,60.0,12.820500000000001,01.995.023.53.01,Prateleira,45.0,1.0,8.0,01.010.032.02.01,0.0,1.0,0.0,45.0
20000412772.0,TADALAFILA 5 MG 30 CPR EURO,B,1.0,100.0,5981436.0,0.0017000000000000001,99.0121,16.0,6.25,30.0,20.8333,01.995.024.36.05,Prateleira,0.0,6.0,0.0,01.010.012.02.01,0.0,1.0,0.0,0.0
20000311057.0,PROPRANOLOL 40MG C/ 30COMP,B,1.0,100.0,5981536.0,0.0017000000000000001,99.0137,16.0,6.25,20.0,31.25,01.995.021.35.04,Prateleira,18.0,10.0,4.0,01.017.011.01.02,63.0,1.0,0.0,81.0
20000012474.0,BROMAZEPAM 6MG 30CP (B1)** GERMED,B,1.0,100.0,5981636.0,0.0017000000000000001,99.0154,18.0,5.5556,60.0,9.2593,01.995.011.48.06,Prateleira,32.0,1.0,3.0,02.018.004.01.01,0.0,1.0,0.0,32.0
20000010900.0,GABAPENTINA 600MG (C1)** C/ 27CP,B,1.0,100.0,5981736.0,0.0017000000000000001,99.01700000000001,19.0,5.2632,112.0,4.6993,01.995.010.05.05,Flowrack,53.0,1.0,5.0,02.018.005.01.02,0.0,1.0,0.0,54.0
20000311035.0,AMINOFILINA 200MG 20COMP TEUTO-GEN,B,1.0,100.0,5981836.0,0.0017000000000000001,99.01870000000001,20.0,5.0,50.0,10.0,01.995.022.53.05,Prateleira,0.0,4.0,0.0,,0.0,1.0,0.0,0.0
20000723802.0,LACTULIFE AMEIXA FR 120ML NATU,B,1.0,100.0,5981936.0,0.0017000000000000001,99.0203,20.0,5.0,12.0,41.6667,01.995.025.39.01,Prateleira,0.0,18.0,0.0,01.016.037.01.02,0.0,1.0,0.0,0.0
20000110052.0,MASSAGEOL AEROSOL TUBO C/120ML NEO,B,1.0,100.0,5982036.0,0.0017000000000000001,99.022,21.0,4.7619,20.0,23.8095,01.995.028.28.06,Prateleira,0.0,10.0,0.0,,0.0,2.0,0.0,0.0
20000312183.0,NAPROXENO 500MG COMP C/ 10 GEN,B,1.0,100.0,5982136.0,0.0017000000000000001,99.0237,25.0,4.0,0.0,0.0,,Prateleira,0.0,1.0,0.0,01.016.039.01.01,0.0,1.0,0.0,0.0
20000001147.0,ESCOVA DENTAL 2 ESCOVAS PORTÁTEIS MACIA,B,1.0,100.0,5982236.0,0.0017000000000000001,99.0253,29.0,3.4483,12.0,28.7358,01.995.028.42.07,Prateleira,8.0,18.0,12.0,01.017.023.01.02,36.0,3.0,0.0,44.0
20000060823.0,SOFT CARE BABY GEL DENTAL CARINHO 40G,B,1.0,100.0,5982336.0,0.0017000000000000001,99.027,31.0,3.2258,10.0,32.258,01.995.012.21.01,Prateleira,0.0,7.0,0.0,,0.0,6.0,0.0,0.0
20000061259.0,FD INF CAP BUMMIS TUBOS JUMBO P 08X36,B,1.0,100.0,5982436.0,0.0017000000000000001,99.02860000000001,36.0,2.7778,8.0,34.722500000000004,01.995.029.16.07,Prateleira,6.0,34.0,16.0,01.012.050.01.02,25.0,68.0,48.0,79.0
20000014501.0,FENOFIBRATO 200MG C/ 30CAP,B,1.0,99.0,5982535.0,0.0016,99.03030000000001,13.0,7.6154,48.0,15.865400000000001,01.995.022.53.08,Prateleira,0.0,2.0,17.0,01.016.037.01.02,0.0,2.0,0.0,0.0
20000412780.0,TADALAFILA 20 MG 4 CPR EURO,B,1.0,99.0,5982634.0,0.0016,99.03190000000001,14.0,7.071400000000001,100.0,7.071400000000001,01.995.009.01.00,Flowrack,0.0,1.0,0.0,,0.0,1.0,0.0,0.0
20000601532.0,RISPERIDONA 1MG 30 COMP (C1)** UQ-GEN,B,1.0,99.0,5982733.0,0.0016,99.0335,19.0,5.210500000000001,0.0,0.0,,Prateleira,0.0,0.0,0.0,02.018.003.01.02,0.0,0.0,0.0,0.0
20000061123.0,DISPLAY EXPOSITOR VIC BABY,B,1.0,99.0,5982832.0,0.0016,99.0352,20.0,4.95,0.0,0.0,,Prateleira,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
20000021512.0,"DROSP+ETINILESTR 3MG+0,03MG C/21 COMP NQ",B,1.0,99.0,5982931.0,0.0016,99.0368,20.0,4.95,48.0,10.3125,01.995.019.47.02,Prateleira,0.0,2.0,9.0,01.016.009.01.01,0.0,1.0,0.0,0.0
20000101145.0,"SULGLIC 1,5G PO ORAL C /30 SACHES",B,1.0,99.0,5983030.0,0.0016,99.0385,31.0,3.1935000000000002,21.0,15.2071,01.995.028.18.07,Prateleira,0.0,4.0,19.0,01.017.009.01.02,0.0,4.0,0.0,0.0
20000060770.0,RETIXIUM COLAGENO VERISOL TANG 30 SACHE,B,1.0,99.0,5983129.0,0.0016,99.04010000000001,43.0,2.3023000000000002,10.0,23.023,01.995.028.20.04,Prateleira,0.0,24.0,12.0,01.017.028.01.01,0.0,11.0,0.0,0.0
20000021247.0,HEMIFU QUETIAPINA 25MG (C1)** C/ 14,B,1.0,98.0,5983227.0,0.0016,99.0417,7.0,14.0,60.0,23.3333,01.995.010.56.04,Prateleira,0.0,1.0,4.0,02.018.004.01.01,0.0,1.0,0.0,0.0
20000000615.0,TROPICAIS FLOCOS 30G,B,1.0,98.0,5983325.0,0.0016,99.0433,7.0,14.0,25.0,56.0,01.995.014.20.04,Prateleira,25.0,11.0,7.0,01.018.020.01.01,37.0,5.0,0.0,62.0
20000063028.0,BERITIN BC 4MG/5ML XPE 240ML,B,1.0,98.0,5983423.0,0.0016,99.045,12.0,8.1667,12.0,68.0558,01.995.023.16.02,Prateleira,0.0,21.0,0.0,01.016.008.01.01,0.0,7.0,0.0,0.0
20000062652.0,CIPROFIBRATO 100MG C/ 30COMP,B,1.0,98.0,5983521.0,0.0016,99.0466,18.0,5.4444,48.0,11.342500000000001,01.995.019.10.07,Prateleira,0.0,4.0,0.0,01.010.024.02.02,0.0,1.0,0.0,0.0
20000690728.0,CETOCONAZOL 200MG 10 COMP CIMED,B,1.0,98.0,5983619.0,0.0016,99.04820000000001,20.0,4.9,40.0,12.25,01.995.019.10.01,Prateleira,35.0,7.0,3.0,01.017.009.01.01,67.0,1.0,0.0,102.0
20000861825.0,OLEO DE RICINO 60ML,B,1.0,98.0,5983717.0,0.0016,99.0498,22.0,4.4545,12.0,37.1208,01.995.023.22.07,Prateleira,12.0,25.0,3.0,01.012.066.02.01,5.0,2.0,0.0,17.0
20000572012.0,OSSOTRAT D C/60 COMP DELTA,B,1.0,98.0,5983815.0,0.0016,99.0515,34.0,2.8824,30.0,9.608,01.995.026.12.02,Prateleira,0.0,9.0,0.0,,0.0,1.0,0.0,0.0
20000000267.0,BRAVECTO 1000 MG 20 40KG ADULTO MSD,B,1.0,98.0,5983913.0,0.0016,99.0531,39.0,2.5128,0.0,0.0,,Prateleira,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
20000010590.0,ESPIRONOLACTONA 100MG C/ 30COMP,B,1.0,97.0,5984010.0,0.0016,99.05470000000001,5.0,19.400000000000002,96.0,20.2083,01.995.028.12.08,Prateleira,0.0,1.0,32.0,01.015.019.01.02,0.0,1.0,0.0,0.0
20000408936.0,ATORVASTATINA 20MG 30CP EURO,B,1.0,97.0,5984107.0,0.0016,99.05630000000001,7.0,13.8571,25.0,55.4284,01.995.019.24.03,Prateleira,45.0,3.0,0.0,01.010.014.02.01,0.0,4.0,0.0,45.0
20000012721.0,ZOLPIDEM 10MG 20CP (B1)** GERMED,B,1.0,97.0,5984204.0,0.0016,99.0579,13.0,7.4615,60.0,12.4358,01.995.011.50.08,Prateleira,20.0,1.0,2.0,02.018.005.01.01,0.0,0.0,0.0,20.0
20000060437.0,TOALHAS UMED FEELCLEAN PREMIUM AD 40 UN,B,1.0,97.0,5984301.0,0.0016,99.0595,14.0,6.9286,20.0,34.643,01.995.027.51.07,Prateleira,0.0,7.0,0.0,01.015.015.01.01,0.0,4.0,0.0,0.0
20000029935.0,CARVEDILOL 25MG C/30 COMP NQ,B,1.0,97.0,5984398.0,0.0016,99.06110000000001,16.0,6.0625,84.0,7.217300000000001,01.995.009.01.00,Flowrack,71.0,2.0,8.0,01.016.019.01.02,0.0,1.0,0.0,71.0
20000000753.0,BISCOITO VEGANO DE ALFARROBA 120G,B,1.0,97.0,5984495.0,0.0016,99.0627,19.0,5.105300000000001,24.0,21.272100000000002,00.199.501.41.03,Flowrack,0.0,3.0,0.0,,0.0,1.0,0.0,0.0
20000520101.0,ALCOOL ISOPROPILICO 50 ML,B,1.0,97.0,5984592.0,0.0016,99.0643,27.0,3.5926,25.0,14.3704,01.995.027.43.04,Prateleira,1.0,8.0,11.0,01.012.064.02.02,0.0,2.0,0.0,1.0
20000012793.0,ROSUVASTATINA CALCICA 10MG C/ 30COMP,B,1.0,97.0,5984689.0,0.0016,99.0659,28.0,3.4643,48.0,7.217300000000001,01.995.009.01.00,Flowrack,66.0,2.0,4.0,01.016.007.01.01,0.0,2.0,0.0,66.0
20000000900.0,"ALERGOVET C 0,7MG",B,1.0,97.0,5984786.0,0.0016,99.06750000000001,36.0,2.6944000000000004,24.0,11.226700000000001,01.995.015.57.03,Prateleira,0.0,4.0,0.0,,0.0,3.0,0.0,0.0
20000501501.0,GUARANA 500MG - 60 CAPS,B,1.0,97.0,5984883.0,0.0016,99.0691,39.0,2.4872,12.0,20.7267,01.995.020.20.01,Prateleira,4.0,7.0,16.0,01.015.041.01.02,0.0,7.0,0.0,4.0
20000004147.0,CONDRIGEN ULTRA 30 CAPS,B,1.0,97.0,5984980.0,0.0016,99.0707,50.0,1.94,12.0,16.166700000000002,01.995.020.27.04,Prateleira,11.0,17.0,15.0,01.018.029.01.01,15.0,8.0,0.0,26.0
20000232055.0,PARALGEN 750MG C/20 COMP LEG,B,1.0,96.0,5985076.0,0.0016,99.0723,5.0,19.2,48.0,40.0,01.995.024.33.06,Prateleira,0.0,2.0,0.0,01.016.006.01.01,0.0,0.0,0.0,0.0
20000061793.0,FOLDERS VIC BABY,B,1.0,96.0,5985172.0,0.0016,99.07390000000001,9.0,10.6667,150.0,7.1111,01.995.017.55.06,Prateleira,0.0,0.0,0.0,01.017.001.01.01,0.0,0.0,0.0,0.0
20000010962.0,HEMIFU QUETIAPINA 25MG (C1)** C/ 14CP,B,1.0,96.0,5985268.0,0.0016,99.0755,11.0,8.7273,60.0,14.5455,01.995.011.16.01,Prateleira,26.0,1.0,6.0,02.018.005.01.02,0.0,1.0,0.0,26.0
20000062663.0,BETACORTAZOL CR DERM BG 30 GR,B,1.0,96.0,5985364.0,0.0016,99.0771,13.0,7.384600000000001,40.0,18.4615,01.995.022.45.03,Prateleira,0.0,0.0,1.0,01.016.009.01.02,0.0,0.0,0.0,0.0
20000016055.0,CLOR SERTRALINA 50MG (C1)** C/ 30COMP,B,1.0,96.0,5985460.0,0.0016,99.0787,18.0,5.3333,60.0,8.8888,01.995.010.10.08,Prateleira,27.0,2.0,4.0,02.018.001.01.01,0.0,2.0,0.0,27.0
20000012440.0,LEVOFLOXACINO 500MG C/ 10COMP GERMED,B,1.0,96.0,5985556.0,0.0016,99.08030000000001,19.0,5.0526,48.0,10.5263,01.995.009.01.00,Flowrack,0.0,2.0,0.0,01.016.003.01.02,0.0,2.0,0.0,0.0
20000012305.0,EZETIMIBA+SINVAST.10MG+20MG 2BLX15COM-,B,1.0,96.0,5985652.0,0.0016,99.0819,22.0,4.3636,48.0,9.0908,01.995.009.01.00,Flowrack,24.0,2.0,13.0,01.015.025.01.01,0.0,2.0,0.0,24.0
20000000772.0,GOOD PET ATRATIVO 20 ML,B,1.0,96.0,5985748.0,0.0016,99.08340000000001,23.0,4.173900000000001,0.0,0.0,,Prateleira,0.0,2.0,0.0,,0.0,2.0,0.0,0.0
20000029250.0,"DROSP+ETINILESTRADIOL 3MG+0,02MG C/24 NQ",B,1.0,96.0,5985844.0,0.0016,99.08500000000001,23.0,4.173900000000001,48.0,8.6956,01.995.009.01.00,Flowrack,0.0,3.0,6.0,01.017.005.01.01,0.0,0.0,0.0,0.0
20000002305.0,ESCOVA DENTAL ECO CARE LIGHT PACK TRIPLO,B,1.0,96.0,5985940.0,0.0016,99.0866,24.0,4.0,18.0,22.2222,01.995.020.32.03,Prateleira,18.0,13.0,19.0,01.010.034.02.02,18.0,3.0,0.0,36.0
20000029292.0,"DROSP+ETINEST 3MG+0,03MG 3 BLTX21 CPR",B,1.0,96.0,5986036.0,0.0016,99.0882,25.0,3.84,48.0,8.0,01.995.009.01.00,Flowrack,0.0,0.0,19.0,01.016.009.01.02,0.0,0.0,0.0,0.0
20000060420.0,FD GER SENSATY PREMIUM PANTS G 08X08,B,1.0,96.0,5986132.0,0.0016,99.08980000000001,27.0,3.5556,8.0,44.445,01.995.029.45.06,Prateleira,8.0,17.0,13.0,01.012.048.01.02,73.0,28.0,592.0,673.0
20000000933.0,COPROVET COMP,B,1.0,96.0,5986228.0,0.0016,99.09140000000001,28.0,3.4286000000000003,24.0,14.2858,01.995.014.44.02,Prateleira,0.0,3.0,0.0,,0.0,1.0,0.0,0.0
20000000936.0,NEODEXA CREME,B,1.0,96.0,5986324.0,0.0016,99.093,30.0,3.2,8.0,40.0,01.995.015.52.03,Prateleira,0.0,4.0,0.0,,0.0,3.0,0.0,0.0
20000000347.0,B&T SOLUCAO PARA HIGIENE DOS OLHOS 500ML,B,1.0,96.0,5986420.0,0.0016,99.0946,47.0,2.0426,4.0,51.065000000000005,01.995.012.25.02,Prateleira,0.0,7.0,0.0,,0.0,6.0,0.0,0.0
20000060918.0,SULFATO FERROSO GOTAS C/ 30ML,B,1.0,95.0,5986515.0,0.0016,99.0961,11.0,8.6364,50.0,17.2728,01.995.025.23.04,Prateleira,5.0,4.0,20.0,01.016.035.01.02,0.0,1.0,0.0,5.0
20000029343.0,CLOR PAROXETINA 20MG (C1) 2BLX15COMP NQ,B,1.0,95.0,5986610.0,0.0016,99.0977,17.0,5.5882000000000005,48.0,11.642100000000001,01.995.010.18.08,Prateleira,15.0,1.0,2.0,02.018.003.01.02,0.0,1.0,0.0,15.0
20000001139.0,BRONCHI -SHIELD III - 1 DS*,B,1.0,94.0,5986704.0,0.0016,99.0993,6.0,15.6667,0.0,0.0,,Prateleira,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
20000063421.0,XAROPE DE GUACO S/ACUCAR 100ML,B,1.0,94.0,5986798.0,0.0016,99.1008,12.0,7.8333,10.0,78.333,01.995.018.24.02,Prateleira,4.0,17.0,14.0,01.018.028.01.01,2.0,2.0,150.0,156.0
20000922226.0,IBUVIX 300MG C/30 COMP GEOLAB,B,1.0,94.0,5986892.0,0.0016,99.1024,14.0,6.714300000000001,30.0,22.381,01.995.025.47.03,Prateleira,26.0,9.0,7.0,01.017.030.01.01,0.0,2.0,0.0,26.0
20000231062.0,TAVAGRAN 500MG C/ 7 COMP LEG,B,1.0,94.0,5986986.0,0.0016,99.10390000000001,15.0,6.2667,60.0,10.4445,01.995.027.25.02,Prateleira,0.0,1.0,0.0,01.014.018.02.02,0.0,1.0,0.0,0.0
20000002169.0,ESCOVA DENTAL 2 TUFOS POWER DUO SENSITIV,B,1.0,94.0,5987080.0,0.0016,99.1055,28.0,3.3571,30.0,11.1903,01.995.020.23.05,Prateleira,32.0,5.0,14.0,01.016.007.01.01,0.0,2.0,0.0,32.0
20000012219.0,DICLOF SODICO 50MG 20CP REV GERMED,B,1.0,93.0,5987173.0,0.0015,99.107,11.0,8.454500000000001,60.0,14.090800000000002,01.995.009.01.00,Flowrack,34.0,2.0,15.0,,0.0,2.0,0.0,34.0
