Código,Descrição,Curva Frac,Curva Cx,Curva Geral,Qtde Venda Frac,Qtde Venda Cx,Qtde Venda Geral,Dias Pedido Frac,Dias Pedido Cx,Dias Pedido Geral,Ativ.Ressupr.Frac,Ativ.Ressupr.Cx,Ativ.Ressupr.Geral,Média por dia frac,Média por dia cx,Média por dia geral,Estoque Armaz.,Ender.Cx.Fech.,Estoque Cx,Capacidade Cx,Embal.,Estoque Frac,Capacidade Frac,Permite Frac.,Ender.Frac.,Tipo,Qtde Desvio Picking,local
803122.0,BANDANA CORRIDA DE LISTRAS TCHUCOO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
803123.0,BANDANA CORRIDA DE LISTRAS TCHUCOO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
803124.0,BANDANA ELOS DIGITAIS TCHUCOO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
803125.0,BANDANA ELOS DIGITAIS TCHUCOO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
802173.0,BANDANA REPEL JAMBO INSECT SHIELD-VERDE,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
803129.0,BANDANA TATTO LOVE TCHUCOO-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
803130.0,BANDANA TATTO LOVE TCHUCOO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
803131.0,BANDANA TATTO LOVE TCHUCOO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
803126.0,BANDANA TATTO MARINHEIRO TCHUCOO-G,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
803127.0,BANDANA TATTO MARINHEIRO TCHUCOO-M,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
803128.0,BANDANA TATTO MARINHEIRO TCHUCOO-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
801270.0,BANDEJA CHALESCO FURBA AZUL   GATOS,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Não,nan,,,
801535.0,BANDEJA FURACÃO PET FURBA-AZUL,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Não,nan,,,
801560.0,BANDEJA FURACÃO PET FURBA-PRETA,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Não,nan,,,
801561.0,BANDEJA FURACÃO PET FURBA-ROSA,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Não,nan,,,
801536.0,BANDEJA FURACÃO PET SMART ARCO-AZUL,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Sim,nan,,,
801530.0,BANDEJA FURACÃO PET SMART ARCO-PRETA,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Não,nan,,,
801531.0,BANDEJA FURACÃO PET SMART ARCO-ROSA,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Não,nan,,,
801592.0,BANDEJA FURACÃO PET SMART ARCO-VERMELHA,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Sim,nan,,,
801590.0,BANDEJA FURACÃO PET-AZUL,,,,,,,,,,,,,,,,0.0,010-006-01-01,0,3.0,1.0,0.0,0.0,Não,nan,,,amostra
801591.0,BANDEJA FURACÃO PET-VERMELHA,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Não,nan,,,
62716.0,BANHEIRA OVAL AZUL G - 400 ML DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62717.0,BANHEIRA OVAL AZUL GG 700ML - DP  6,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62715.0,BANHEIRA OVAL AZUL M 200ML - DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,5.0,0.0,0.0,Não,nan,,,
62714.0,BANHEIRA OVAL AZUL P 150 ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62720.0,BANHEIRA OVAL CRISTAL G 400 ML - DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62721.0,BANHEIRA OVAL CRISTAL GG  700ML - DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62719.0,BANHEIRA OVAL CRISTAL M 200ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62718.0,BANHEIRA OVAL CRISTAL P - 150 ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62724.0,BANHEIRA OVAL LEITOSA G 400ML DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62725.0,BANHEIRA OVAL LEITOSA GG - 700 ML DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62723.0,BANHEIRA OVAL LEITOSA M 200ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62722.0,BANHEIRA OVAL LEITOSA P - 150 ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62710.0,BANHEIRA RETANG CRISTAL P 200ML DP  12,,,,,,,,,,,,,,,,0.0,,0,0.0,5.0,0.0,0.0,Não,nan,,,
62708.0,BANHEIRA RETANGULAR AZUL G 450ML DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62709.0,BANHEIRA RETANGULAR AZUL GG 800 ML DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62707.0,BANHEIRA RETANGULAR AZUL M 300ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,5.0,0.0,0.0,Não,nan,,,
62706.0,BANHEIRA RETANGULAR AZUL P 200 ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62712.0,BANHEIRA RETANGULAR CRISTAL G 450ML DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62713.0,BANHEIRA RETANGULAR CRISTAL GG 800ML C6,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62711.0,BANHEIRA RETANGULAR CRISTAL M 300ML DP12,,,,,,,,,,,,,,,,0.0,,0,0.0,5.0,0.0,0.0,Não,nan,,,
801354.0,BANHO  GATOS EMPÓRIO PET BB CREAM-50ML,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62911.0,BANHO A SECO - 500ML,,,,,,,,,,,,,,,,0.0,,0,0.0,23.0,0.0,0.0,Não,nan,,,
1435.0,BANHO A SECO FAST SHOWER PREMIUM 240ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
651.0,BANHO A SECO FILHOTE 250ML VET+20,,,,,,,,,,,,,,,,0.0,,0,0.0,6.0,0.0,0.0,Sim,nan,,,
633.0,BANHO A SECO FILHOTE 500L VET+20,,,,,,,,,,,,,,,,0.0,,0,0.0,6.0,0.0,0.0,Sim,nan,,,
678.0,BANHO A SECO GATO  500 ML BELLOGATO,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Sim,nan,,,
686.0,BANHO A SECO GATO 250ML BELLOGATO,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
674.0,BANHO A SECO GATO 250ML VET+20,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Sim,nan,,,
802733.0,BANHO A SECO PROCÃO PARA CÃES-200ML,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
691.0,BANHO A SECO REFIL 500 ML BELLOKÃO,,,,,,,,,,,,,,,,0.0,,0,0.0,6.0,0.0,0.0,Não,nan,,,
697.0,BANHO A SECO SPRAY 250 ML BELLOKÃO,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Sim,nan,,,
682.0,BANHO A SECO SPRAY 500 ML BELLOKÃO,,,,,,,,,,,,,,,,0.0,,0,0.0,6.0,0.0,0.0,Não,nan,,,
803075.0,BANHO SECO SF LIMP HID FIL FÊMEA-250ML,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
803092.0,BANHO SECO SF LIMP HID FIL MACHO-250ML,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
63185.0,BANHO SECO 250ML,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
61796.0,BANNER,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
66190.0,BANOX (ANTIOXIDANTE),,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
60092.0,BARRIL HEINEKEN,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
850.0,BARRITAS CALOPSITA - 70 G,,,,,,,,,,,,,,,,0.0,,0,0.0,24.0,0.0,0.0,Não,nan,,,
851.0,BARRITAS CANARIO - 60 G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
852.0,BARRITAS CURIO - 60 G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
853.0,BARRITAS PAPAGAIO - 200 G,,,,,,,,,,,,,,,,0.0,,0,0.0,6.0,0.0,0.0,Não,nan,,,
854.0,BARRITAS PERIQUITO - 70 G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
855.0,BARRITAS PIXARRO - 60 G,,,,,,,,,,,,,,,,0.0,,0,0.0,6.0,0.0,0.0,Sim,nan,,,
856.0,BARRITAS ROEDORES - 80 G,,,,,,,,,,,,,,,,0.0,,0,0.0,6.0,0.0,0.0,Não,nan,,,
857.0,BARRITAS SILVESTRE - 70 G,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
13061.0,BASILICAO POMADA 25G,,,,,,,,,,,,,,,,0.0,,0,0.0,30.0,0.0,0.0,Não,nan,,,
63908.0,BATEDOR - MAQUINA 230,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
60553.0,BATERIA AMICUS COLEIRA SMART 2,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
61497.0,BATERIA GERADOR 150 AMP,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
61147.0,BATERIA LITHIUM PANASONIC 10 CART C/1,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
61818.0,BATERIA SELADA 12V 7A,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
61426.0,BATERIA TRACIONARIA,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
65285.0,BATOQUE 1520 S BRANCO,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
801131.0,BAYTRIL FLAVOUR 15 MG-10 COMP,,,,,,,,,,,,,,,,0.0,,0,0.0,57.0,0.0,0.0,Sim,nan,,,
801129.0,BAYTRIL FLAVOUR 150 MG-10 COMP,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
801128.0,BAYTRIL FLAVOUR 250 MG-6 COMP,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
801130.0,BAYTRIL FLAVOUR 50 MG-10 COMP,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Sim,nan,,,
666.0,BCAA MAXX 2800 700MG 120 CAPS,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
6062339.0,BCAA VIT - 100 TABLETES - 100 G USA,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Sim,nan,,,
63072.0,BE NATURE AMEIXA 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,20.0,0.0,0.0,Sim,nan,,,
63073.0,BE NATURE BANANA 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,20.0,0.0,0.0,Sim,nan,,,
63074.0,BE NATURE BETERRABA 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,20.0,0.0,0.0,Sim,nan,,,
63075.0,BE NATURE COCO 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,20.0,0.0,0.0,Sim,nan,,,
63076.0,BE NATURE MAÇÃ 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,20.0,0.0,0.0,Sim,nan,,,
63077.0,BE NATURE MARACUJÁ 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,20.0,0.0,0.0,Sim,nan,,,
63078.0,BE NATURE MORANGO 150G,,,,,,,,,,,,,,,,0.0,,0,0.0,20.0,0.0,0.0,Sim,nan,,,
62779.0,BEBEDOU BEIJA FLOR ANTIFORMIGA 250ML C12,,,,,,,,,,,,,,,,0.0,,0,0.0,9.0,0.0,0.0,Não,nan,,,
64948.0,BEBEDOURO,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
62757.0,"BEBEDOURO - GARRAFA PET - 7,48/19CM DP 6",,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62729.0,BEBEDOURO  PICHARRAO AZUL 75ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62736.0,BEBEDOURO ALARANJADO G 75ML - DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62735.0,BEBEDOURO ALARANJADO M 30ML - DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,9.0,0.0,0.0,Não,nan,,,
62734.0,BEBEDOURO ALARANJADO P - 20 ML - DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,9.0,0.0,0.0,Não,nan,,,
801577.0,BEBEDOURO AUT ANTI-FORMIG DOSADOR AZUL-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
801575.0,BEBEDOURO AUT ANTI-FORMIG DOSADOR ROSA-P,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62732.0,BEBEDOURO AZUL RETO G 75ML - DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62731.0,BEBEDOURO AZUL RETO M 30ML - DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62730.0,BEBEDOURO AZUL RETO P 20ML - DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62778.0,BEBEDOURO BEIJA FLOR BANDEJA 250ML DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Não,nan,,,
62783.0,BEBEDOURO BEIJA FLOR C/POLEIRO 250ML DP6,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Não,nan,,,
62781.0,BEBEDOURO BEIJA FLOR LUXO 250 ML DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Não,nan,,,
62784.0,BEBEDOURO BEIJA FLOR MINI 100ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,15.0,0.0,0.0,Não,nan,,,
62780.0,BEBEDOURO BEIJA FLOR SIMPLES 250ML DP12,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Não,nan,,,
62782.0,BEBEDOURO BEIJA FLORC/POLEIRO 250ML DP6,,,,,,,,,,,,,,,,0.0,,0,0.0,1.0,0.0,0.0,Não,nan,,,
62680.0,BEBEDOURO CACULA 60ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,33.0,0.0,0.0,Não,nan,,,
62795.0,BEBEDOURO CODORNA/PINTO 750ML  - DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,8.0,0.0,0.0,Não,nan,,,
62760.0,BEBEDOURO CRISTAL C/GANCHO  100ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62684.0,BEBEDOURO CRISTAL SEM TAMPA 30 ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
801533.0,BEBEDOURO ESPECIAL PELO LONGO 1L-AZUL,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
801579.0,BEBEDOURO ESPECIAL PELO LONGO 1L-ROSA,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
801532.0,BEBEDOURO ESPECIAL PELO LONGO 1L-VERMELH,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62774.0,BEBEDOURO FUME MALHA FINA 30 ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62775.0,BEBEDOURO FUME MALHA LARGA 30ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62682.0,BEBEDOURO GRANDE SABIA - 250ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,7.0,0.0,0.0,Não,nan,,,
62865.0,BEBEDOURO HAMSTER BICO ALUM G 75ML DP12,,,,,,,,,,,,,,,,0.0,,0,0.0,5.0,0.0,0.0,Não,nan,,,
62864.0,BEBEDOURO HAMSTER BICO ALUM MD 30ML DP12,,,,,,,,,,,,,,,,0.0,,0,0.0,5.0,0.0,0.0,Não,nan,,,
62863.0,BEBEDOURO HAMSTER BICO ALUM PQ 20ML DP12,,,,,,,,,,,,,,,,0.0,,0,0.0,5.0,0.0,0.0,Não,nan,,,
62750.0,BEBEDOURO ITALI M ALARANJADO 200ML DP 8,,,,,,,,,,,,,,,,0.0,,0,0.0,15.0,0.0,0.0,Não,nan,,,
62748.0,BEBEDOURO ITALIANO ALARANJADA P 75ML C10,,,,,,,,,,,,,,,,0.0,,0,0.0,30.0,0.0,0.0,Não,nan,,,
62752.0,BEBEDOURO ITALIANO ALARANJADO G 300ML C6,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
62753.0,BEBEDOURO ITALIANO ALARANJADO G 300ML C6,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
62751.0,BEBEDOURO ITALIANO ALARANJADO M 200ML C8,,,,,,,,,,,,,,,,0.0,,0,0.0,15.0,0.0,0.0,Não,nan,,,
62749.0,BEBEDOURO ITALIANO ALARANJADO P 75ML C10,,,,,,,,,,,,,,,,0.0,,0,0.0,30.0,0.0,0.0,Não,nan,,,
62746.0,BEBEDOURO ITALIANO AZUL G 300ML - DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
62747.0,BEBEDOURO ITALIANO AZUL G 300ML - DP 6,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
62745.0,BEBEDOURO ITALIANO AZUL M - 200ML DP 8,,,,,,,,,,,,,,,,0.0,,0,0.0,15.0,0.0,0.0,Não,nan,,,
62744.0,BEBEDOURO ITALIANO M AZUL - 200ML DP 8,,,,,,,,,,,,,,,,0.0,,0,0.0,15.0,0.0,0.0,Não,nan,,,
62743.0,BEBEDOURO ITALIANO P AZUL - 75 ML DP 10,,,,,,,,,,,,,,,,0.0,,0,0.0,30.0,0.0,0.0,Não,nan,,,
62742.0,BEBEDOURO ITALIANO P AZUL - 75ML DP 10,,,,,,,,,,,,,,,,0.0,,0,0.0,30.0,0.0,0.0,Não,nan,,,
62777.0,BEBEDOURO JUMBO CRISTAL BC FINO 30ML C12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62776.0,BEBEDOURO JUMBO TRINCA FERRO 30ML DP12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62681.0,BEBEDOURO MEDIO  - 100 ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,18.0,0.0,0.0,Não,nan,,,
62737.0,BEBEDOURO PICHARRAO ALARANJADO 75ML DP12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62741.0,BEBEDOURO PICHARRAO ALARANJADO 75ML DP12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62733.0,BEBEDOURO PICHARRAO AZUL RETO 75ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62690.0,BEBEDOURO PICHARRAO M. LARGA 75ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,25.0,0.0,0.0,Não,nan,,,
62694.0,BEBEDOURO PICHARRAO RETO 75ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,25.0,0.0,0.0,Não,nan,,,
62740.0,BEBEDOURO RETO ALARANJADO G 75ML - DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62739.0,BEBEDOURO RETO ALARANJADO M 30ML - DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62738.0,BEBEDOURO RETO ALARANJADO P 20ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62689.0,BEBEDOURO ROLLER 50ML - DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62728.0,BEBEDOURO SIMILAR AZUL GRANDE 75ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62727.0,BEBEDOURO SIMILAR AZUL MEDIO 30ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62726.0,BEBEDOURO SIMILAR AZUL PEQ 20ML - DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
62695.0,BEBEDOURO SIMILAR G - RETO - 75 ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,25.0,0.0,0.0,Não,nan,,,
62691.0,BEBEDOURO SIMILAR G - 75 ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,25.0,0.0,0.0,Não,nan,,,
62696.0,BEBEDOURO SIMILAR M - RETO - 30 ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,45.0,0.0,0.0,Não,nan,,,
62692.0,BEBEDOURO SIMILAR M - 30 ML DP12,,,,,,,,,,,,,,,,0.0,,0,0.0,45.0,0.0,0.0,Não,nan,,,
62697.0,BEBEDOURO SIMILAR P - RETO - 20 ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Não,nan,,,
62693.0,BEBEDOURO SIMILAR P - 20 ML DP 12,,,,,,,,,,,,,,,,0.0,,0,0.0,50.0,0.0,0.0,Não,nan,,,
801563.0,BEBEDOURO TORNEIRA ALUMÍNIO AUTOMÁTICO,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
803212.0,BEBEDOURO TORUS AZUL-1 L,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
803214.0,BEBEDOURO TORUS CINZA-1 L,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
803217.0,BEBEDOURO TORUS ROSA-1 L,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
803210.0,BEBEDOURO TORUS ROSA-2 L,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
803216.0,BEBEDOURO TORUS VERMELHO-1 L,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Sim,nan,,,
803215.0,BEBEDOURO TORUS VERMELHO-2 L,,,,,,,,,,,,,,,,0.0,,0,0.0,10.0,0.0,0.0,Não,nan,,,
63950.0,BEBIDA DE CHOCOLATE VEND DANBEL -,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
63967.0,"BEBIDA DE CHOCOLATE VEND DANBEL - 1,05KG",,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
63599.0,BEBIDA LACTEA ZERO LACTOSE 200 ML ITALAC,,,,,,,,,,,,,,,,0.0,,0,0.0,0.0,0.0,0.0,Não,nan,,,
446.0,BEEPS BANHO A SECO 200ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
333.0,BEEPS BODY SPLASH CHOCO COM MENTA 120ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
334.0,BEEPS BODY SPLASH MERENG DE MORANGO 120M,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
335.0,BEEPS BODY SPLASH PESSEGO EM CALDA 120ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
336.0,BEEPS BODY SPLASH SORVETE DE MELAO 120ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
61685.0,BEEPS COLONIA BLUEBERRY 60ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
61686.0,BEEPS COLONIA MACA VERDE 60ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
61687.0,BEEPS COLONIA MELANCIA 60ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
61688.0,BEEPS COLONIA MELAO 60ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
61689.0,BEEPS COLONIA MORANGO 60ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
61690.0,BEEPS COLONIA PESSEGO 60ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
61838.0,BEEPS CONDICIONADOR HIDRATANTE 480ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
602.0,BEEPS CONDICIONADOR HIDRATANTE 500ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
453.0,BEEPS ESCOVA PARA DESEMBARACAR PELOS,,,,,,,,,,,,,,,,0.0,,0,0.0,6.0,0.0,0.0,Sim,nan,,,
60164.0,BEEPS ESTOPINHA BANHO A SECO UVA 200ML,,,,,,,,,,,,,,,,0.0,,0,0.0,12.0,0.0,0.0,Não,nan,,,
