,Ordem,Código,Descrição,Curva Frac,Curva Cx,Curva Geral,Qtde Venda Frac,Qtde Venda Cx,Qtde Venda Geral,Dias Pedido Frac,Dias Pedido Cx,Dias Pedido Geral,Ativ.Ressupr.Frac,Ativ.Ressupr.Cx,Ativ.Ressupr.Geral,Média por dia frac,Média por dia cx,Média por dia geral,Estoque Armaz.,Ender.Cx.Fechada,Estoque Cx,Capacidade Cx,Embal.,Estoque Frac,Capacidade Frac,Permite Frac.,Ender.Fracionado,Tipo,Qtde Desvio Picking,local
2900,2901,63275,CARPA COR 700G,C,,C,8.0,,8.0,2.0,,2.0,3.0,,3.0,4.0,,4.0,0.0,018-018-01-01,0,1.0,10.0,0.0,0.0,Sim,,,4.0,pet
2901,2902,731646,OLEO MIN VITA CAPILI CERAMIDAS 80ML MUR,C,,C,8.0,,8.0,2.0,,2.0,0.0,,0.0,4.0,,4.0,0.0,,0,0.0,12.0,0.0,0.0,Sim,,,0.0,
2902,2903,924409,IBUVIX 600MG C/30 CPR,C,,C,8.0,,8.0,2.0,,2.0,0.0,,0.0,4.0,,4.0,0.0,,0,0.0,60.0,0.0,0.0,Não,,,0.0,
2903,2904,64210,NEOLEFRIN DIA 800/20MG C/ 20 CP,C,,C,8.0,,8.0,3.0,,3.0,1.0,,1.0,2.6667,,2.6667,0.0,015-019-01-01,0,3.0,30.0,2.0,30.0,Não,21.243,Prateleira,3.0,apanha_a
2904,2905,424580,TINIDAZOL+NIT MICONAZOL CR VAG 40G 7APLI,C,,C,8.0,,8.0,4.0,,4.0,0.0,,0.0,2.0,,2.0,0.0,017-041-01-02,0,1.0,30.0,0.0,0.0,Não,,,0.0,apanha_c
2905,2906,63566,C-H VIT - 60 CAPS,C,C,C,8.0,0.0,8.0,4.0,0.0,4.0,3.0,1.0,3.0,2.0,0.0,2.0,0.0,017-029-01-02,7,2.0,12.0,11.0,12.0,Não,27.283,Prateleira,1.0,apanha_c
2906,2907,302367,NAPROX 500MG C/20 CPR,C,,C,8.0,,8.0,2.0,,2.0,0.0,,0.0,4.0,,4.0,0.0,016-042-01-02,0,1.0,100.0,1.0,100.0,Não,22.243,Prateleira,2.0,apanha_c
2907,2908,64318,LUVA NITRILICA S/PO AZUL TAM M 100UN MDX,C,C,C,8.0,0.0,8.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,017-007-01-01,0 (+2 fr),1.0,10.0,3.0,6.0,Sim,20.227,Prateleira,4.0,apanha_c
2908,2909,732819,UMIDIFICANTE UMIDILIZ OLEO DE ARGAN 250M,C,,C,8.0,,8.0,4.0,,4.0,1.0,,1.0,2.0,,2.0,0.0,017-033-01-01,0,1.0,12.0,0.0,0.0,Não,,,0.0,apanha_c
2909,2910,11215,BROMETO PINAVERIO 100MG C/ 60CPS,C,,C,8.0,,8.0,4.0,,4.0,0.0,,0.0,2.0,,2.0,0.0,,0,0.0,56.0,0.0,0.0,Sim,,,0.0,
2910,2911,61677,MORDEDOR PELÚCIA MACACO FLEECE PEQUENO,C,,C,8.0,,8.0,5.0,,5.0,0.0,,0.0,1.6,,1.6,0.0,,0,0.0,24.0,9.0,15.0,Não,17.072,Flowrack,0.0,
2911,2912,63796,PIRAQUE BISC MINI ROLADINH GOIAB 20 UNID,C,,C,8.0,,8.0,5.0,,5.0,3.0,,3.0,1.6,,1.6,0.0,010-002-01-02,0,1.0,4.0,0.0,0.0,Sim,,,2.0,alimento
2912,2913,63895,LINEA CHOCOLATE BCO COOKIES CR 15X30G,C,C,C,8.0,0.0,8.0,6.0,0.0,6.0,6.0,3.0,6.0,1.3333,0.0,1.3333,1.0,010-006-02-01,2,2.0,4.0,4.0,4.0,Sim,20.374,Prateleira,1.0,alimento
2913,2914,61905,MASSAGEADOR HC24-FACIAL,C,C,C,8.0,0.0,8.0,7.0,0.0,7.0,3.0,1.0,3.0,1.1429,0.0,1.1429,0.0,016-026-01-02,1 (+6 fr),1.0,12.0,4.0,5.0,Sim,21.706,Prateleira,1.0,apanha_c
2914,2915,592908,PERMASSIM - DISPLAY COM 500 COMPRIMIDOS,C,,C,8.0,,8.0,8.0,,8.0,0.0,,0.0,1.0,,1.0,0.0,,0,0.0,20.0,0.0,20.0,Sim,,,0.0,
2915,2916,64081,PRESERVATIVO BLOWTEX MORANGO CHOCOLATE 3,C,C,C,8.0,0.0,8.0,2.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,4.0,0.0,017-005-01-01,3,3.0,48.0,18.0,1.0,Não,27.513,Prateleira,2.0,apanha_c
2916,2917,60789,HYDRA-CARTUCHEIRA PORTA TESOURAS,C,,C,8.0,,8.0,2.0,,2.0,1.0,,1.0,4.0,,4.0,0.0,018-028-00-02,0,1.0,20.0,13.0,20.0,Não,17.474,Prateleira,0.0,pet
2917,2918,61716,FD GER MULTIFRAL PANTS REGULAR G/EG 8X08,C,,C,8.0,,8.0,1.0,,1.0,0.0,,0.0,8.0,,8.0,0.0,,0,0.0,8.0,0.0,8.0,Não,,,0.0,
2918,2919,61795,FOLDER SENSATY PANTS,C,,C,8.0,,8.0,1.0,,1.0,0.0,,0.0,8.0,,8.0,0.0,,0,0.0,10.0,4.0,150.0,Não,17.574,Prateleira,0.0,
2919,2920,64411,FD MATURI CONFORT REGULAR  M 8X8,C,B,B,8.0,31.0,256.0,2.0,4.0,5.0,1.0,2.0,1.0,4.0,7.75,51.2,28.0,017-036-01-01,2,2.0,8.0,0.0,0.0,Não,,,2.0,fd
2920,2921,64416,FD MATURI CONFORT ECONOMICA  EG 4X26,C,A,B,8.0,102.0,416.0,2.0,11.0,11.0,2.0,5.0,2.0,4.0,9.2727,37.8182,0.0,017-002-01-01,0,2.0,4.0,0.0,0.0,Não,,,2.0,fd
2921,2922,64415,FD MATURI CONFORT ECONOMICA  G 4X30,C,A,B,8.0,88.0,360.0,4.0,9.0,11.0,2.0,4.0,2.0,2.0,9.777800000000001,32.7273,58.0,017-008-01-01,2,2.0,4.0,0.0,0.0,Não,,,5.0,fd
2922,2923,64414,FD MATURI CONFORT ECONOMICA  M 4X30,C,A,B,8.0,80.0,328.0,3.0,8.0,9.0,3.0,4.0,3.0,2.6667,10.0,36.4444,72.0,017-004-00-02,2,2.0,4.0,4.0,4.0,Não,28.103,Prateleira,3.0,fd
2923,2924,60345,FD INF REI LEÃO JUMBINHO M 08X20,C,,C,7.0,,7.0,1.0,,1.0,0.0,,0.0,7.0,,7.0,0.0,,0,0.0,8.0,0.0,0.0,Não,,,0.0,
2924,2925,110023,NEOSSOLVAN 3MG/ML XPE INF 120ML,C,,C,7.0,,7.0,2.0,,2.0,2.0,,2.0,3.5,,3.5,0.0,016-026-01-01,0 (+33 fr),1.0,60.0,13.0,20.0,Sim,22.477,Prateleira,2.0,apanha_c
2925,2926,63536,FD GER MODERATE SUPER ECONOMICO EG 2X42,C,B,C,7.0,25.0,57.0,4.0,10.0,13.0,2.0,10.0,2.0,1.75,2.5,4.3846,0.0,017-018-01-01,0,12.0,2.0,0.0,2.0,Não,29.398,Prateleira,0.0,fd
2926,2927,999045,PRESERVATIVO AROM MORANGO PCT 12 UNID,C,C,C,7.0,0.0,7.0,2.0,0.0,2.0,2.0,1.0,2.0,3.5,0.0,3.5,13.0,012-058-01-01,3,4.0,12.0,17.0,12.0,Não,20.144,Prateleira,2.0,apanha_b
2927,2928,60948,PROPE LOCAO 50G MULTINATURE,C,,C,7.0,,7.0,2.0,,2.0,0.0,,0.0,3.5,,3.5,0.0,,0,0.0,30.0,0.0,0.0,Sim,,,0.0,
2928,2929,732635,UMIDIFICANTE UMIDILIZ FORMADOR CACHOS,C,,C,7.0,,7.0,4.0,,4.0,0.0,,0.0,1.75,,1.75,0.0,,0,0.0,12.0,0.0,12.0,Sim,,,0.0,
2929,2930,733380,SH MEN ANTICASPA 2EM1 250ML,C,C,C,7.0,0.0,7.0,5.0,0.0,5.0,2.0,2.0,2.0,1.4,0.0,1.4,0.0,017-029-01-01,2,3.0,12.0,4.0,12.0,Não,21.646,Prateleira,2.0,apanha_c
2930,2931,60829,XO INSETO ICARIDINA 25% SOL SPR FR 100ML,C,,C,7.0,,7.0,5.0,,5.0,0.0,,0.0,1.4,,1.4,0.0,016-022-01-01,0,1.0,24.0,0.0,0.0,Não,,,0.0,apanha_c
2931,2932,76339,R4:1 RECOVERY POWDER LIMAO 1KG,C,,C,7.0,,7.0,5.0,,5.0,6.0,,6.0,1.4,,1.4,0.0,016-034-01-01,0 (+1 fr),1.0,4.0,2.0,2.0,Sim,20.477,Prateleira,1.0,apanha_c
2932,2933,63377,PEIXES DE FUNDO 1KG,C,B,C,7.0,5.0,12.0,2.0,2.0,4.0,7.0,2.0,7.0,3.5,2.5,3.0,1.0,018-024-00-02,1,1.0,10.0,0.0,2.0,Sim,14.162,Prateleira,5.0,pet
2933,2934,62250,COND VITA CAPILI DE BABOSA 310ML,C,,C,7.0,,7.0,6.0,,6.0,0.0,,0.0,1.1667,,1.1667,0.0,,0,0.0,12.0,5.0,12.0,Não,22.606,Prateleira,1.0,
2934,2935,63902,LINEA CHOCOLATE VEGANO BRANCO 15X30G,C,C,C,7.0,0.0,7.0,7.0,0.0,7.0,4.0,2.0,4.0,1.0,0.0,1.0,2.0,010-004-02-01,1 (+2 fr),2.0,4.0,4.0,4.0,Sim,27.324,Prateleira,0.0,alimento
2935,2936,62246,CRM PENT VITA CAPILI ABACATE 270G,C,,C,7.0,,7.0,1.0,,1.0,0.0,,0.0,7.0,,7.0,0.0,,0,0.0,12.0,0.0,0.0,Não,,,0.0,
2936,2937,27201,GLIBENCLAMIDA 5MG C/ 30COMP,C,,C,6.0,,6.0,1.0,,1.0,0.0,,0.0,6.0,,6.0,0.0,,0,0.0,84.0,0.0,0.0,Não,,,0.0,
2937,2938,64434,COND BABY MURIEL CAMOMILA 100ML,C,,C,6.0,,6.0,1.0,,1.0,2.0,,2.0,6.0,,6.0,0.0,016-034-01-02,0,1.0,12.0,0.0,12.0,Não,21.588,Prateleira,1.0,apanha_c
2938,2939,64433,COND BABY MURIEL LAVANDA 100ML,C,,C,6.0,,6.0,1.0,,1.0,2.0,,2.0,6.0,,6.0,0.0,016-034-01-02,0,1.0,12.0,0.0,12.0,Não,21.604,Prateleira,1.0,apanha_c
2939,2940,60317,AVENTAL PLASTICO HYDRA,C,,C,6.0,,6.0,2.0,,2.0,0.0,,0.0,3.0,,3.0,0.0,,0,0.0,40.0,14.0,5.0,Não,17.494,Prateleira,0.0,
2940,2941,22003,AZITROMICINA 500MG C/ 3COMP,C,,C,6.0,,6.0,2.0,,2.0,0.0,,0.0,3.0,,3.0,0.0,017-007-01-02,0,2.0,60.0,1.0,60.0,Não,25.375,Prateleira,0.0,apanha_c
2941,2942,64464,POS SOL SUNLESS CAMOMILA/ALOE VERA 120G,C,C,C,6.0,0.0,6.0,2.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,016-020-01-02,2,2.0,12.0,12.0,12.0,Não,20.306,Prateleira,2.0,apanha_c
2942,2943,734042,COND UMIDILIZ BABY MENINO 150ML MURIEL,C,,C,6.0,,6.0,2.0,,2.0,0.0,,0.0,3.0,,3.0,0.0,,0,0.0,12.0,0.0,0.0,Não,,,0.0,
2943,2944,424702,CLOR FEXOFENADINA 180MG C/ 10COMP,C,,C,6.0,,6.0,3.0,,3.0,1.0,,1.0,2.0,,2.0,0.0,017-011-01-01,0,1.0,100.0,4.0,50.0,Não,26.327,Prateleira,2.0,apanha_c
2944,2945,64079,PRESERVATIVO BLOWTEX SKYN ELITE C/3,C,C,C,6.0,0.0,6.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,017-005-01-01,3,3.0,48.0,42.0,1.0,Não,27.493,Prateleira,3.0,apanha_c
2945,2946,17226,LUMIDERM 40MG/G GEL DERM C/ 30G - NQ,C,,C,6.0,,6.0,3.0,,3.0,1.0,,1.0,2.0,,2.0,0.0,010-016-01-01,0,2.0,42.0,36.0,42.0,Sim,25.478,Prateleira,0.0,apanha_b
2946,2947,64373,ESCOVA DE DENTES SKILL SUPREME 2UN,C,C,C,6.0,0.0,6.0,3.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,017-017-01-01,1,2.0,36.0,53.0,36.0,Não,23.451,Prateleira,3.0,apanha_c
2947,2948,61800,ESCOVA TREND 6240 - CHYSALIS,C,,C,6.0,,6.0,3.0,,3.0,0.0,,0.0,2.0,,2.0,0.0,,0,0.0,36.0,0.0,0.0,Não,,,0.0,
2948,2949,64393,DK COQUETELEIRA OLYMPIA,C,C,C,6.0,0.0,6.0,4.0,0.0,4.0,2.0,2.0,2.0,1.5,0.0,1.5,2.0,018-028-01-01,1,1.0,10.0,10.0,10.0,Não,16.016,Flowrack,5.0,pet
2949,2950,64431,SH BABY MURIEL LAVANDA 100ML,C,,C,6.0,,6.0,1.0,,1.0,2.0,,2.0,6.0,,6.0,0.0,016-038-01-02,0,1.0,12.0,0.0,12.0,Não,21.683,Prateleira,1.0,apanha_c
2950,2951,2343,MEDTESTE HPYLORI IGG IHPB-C41 CX10,C,,C,6.0,,6.0,4.0,,4.0,5.0,,5.0,1.5,,1.5,0.0,,0,0.0,10.0,3.0,3.0,Sim,22.263,Prateleira,1.0,
2951,2952,780518,TYLAFLEX 750MG C/ 200COMP  50X4,C,,C,6.0,,6.0,5.0,,5.0,2.0,,2.0,1.2,,1.2,0.0,017-029-01-01,0 (+1 fr),2.0,18.0,4.0,8.0,Sim,23.246,Prateleira,2.0,apanha_c
2952,2953,29198,RISEDRONATO SODICO 35MG C/4 CPR REV NQ,C,,C,6.0,,6.0,5.0,,5.0,0.0,,0.0,1.2,,1.2,0.0,,0,0.0,60.0,0.0,0.0,Sim,,,0.0,
2953,2954,64432,SH BABY MURIEL CAMOMILA 100ML,C,,C,6.0,,6.0,1.0,,1.0,2.0,,2.0,6.0,,6.0,0.0,016-036-01-02,0,1.0,12.0,0.0,12.0,Não,21.682,Prateleira,1.0,apanha_c
2954,2955,231953,"DESLORANA XPE 0,5MG/ML C/100ML",C,C,C,6.0,0.0,6.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,6.0,21.0,017-007-01-02,1,1.0,25.0,27.0,25.0,Não,25.322,Prateleira,1.0,apanha_c
2955,2956,17240,DIGESIGMA 10MG 2BLTX10CAP-NQ,C,,C,6.0,,6.0,1.0,,1.0,1.0,,1.0,6.0,,6.0,0.0,017-035-01-01,0,1.0,60.0,39.0,60.0,Não,21.241,Prateleira,1.0,apanha_c
2956,2957,405103,"ATENOLOL+CLORT 50/12,5MG C/ 30CP",C,,C,6.0,,6.0,1.0,,1.0,1.0,,1.0,6.0,,6.0,0.0,016-006-01-01,0,1.0,100.0,9.0,50.0,Sim,25.268,Prateleira,1.0,apanha_c
2957,2958,922075,ESPASLIT DUO 10/500MG C/20 CPR REV,C,,C,6.0,,6.0,1.0,,1.0,1.0,,1.0,6.0,,6.0,0.0,016-040-01-02,0,8.0,60.0,0.0,0.0,Sim,,,0.0,apanha_c
2958,2959,406307,VENLAFAXINA CLOR 150MG (C1)** C/ 30CAPS,C,,C,6.0,,6.0,1.0,,1.0,0.0,,0.0,6.0,,6.0,0.0,018-007-01-01,0,1.0,60.0,4.0,60.0,Não,10.501,Prateleira,1.0,controlado
2959,2960,62649,FOLIPROTEC 30 CAPS GEL,C,,C,5.0,,5.0,2.0,,2.0,1.0,,1.0,2.5,,2.5,0.0,,0,0.0,36.0,0.0,0.0,Não,,,0.0,
2960,2961,29137,TADALAFILA 20MG C/ 2COMP,C,,C,5.0,,5.0,2.0,,2.0,0.0,,0.0,2.5,,2.5,0.0,,0,0.0,60.0,0.0,0.0,Não,,,0.0,
2961,2962,63279,CARPA SUPRA 700G,C,,C,5.0,,5.0,1.0,,1.0,3.0,,3.0,5.0,,5.0,0.0,018-018-01-01,0,1.0,10.0,0.0,0.0,Sim,,,3.0,pet
2962,2963,63373,KINGUIO BLACK LINE FLOATING 400G,C,,C,5.0,,5.0,1.0,,1.0,0.0,,0.0,5.0,,5.0,0.0,,0,0.0,12.0,0.0,0.0,Não,,,2.0,
2963,2964,999004,PRESERVATIVO BLOWTEX MENTA PCT C/3,C,C,C,5.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,2.5,0.0,2.5,1.0,017-023-01-01,5 (+7 fr),5.0,48.0,46.0,48.0,Sim,24.103,Prateleira,2.0,apanha_c
2964,2965,999003,PRESERVATIVO BLOWTEX MORANGO PCT C/3,C,C,C,5.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,2.5,0.0,2.5,8.0,012-064-01-01,3,4.0,48.0,57.0,48.0,Não,24.107,Prateleira,2.0,apanha_b
2965,2966,663836,"POLAREN 0,4MG/ML XPE 100ML",C,,C,5.0,,5.0,2.0,,2.0,4.0,,4.0,2.5,,2.5,0.0,017-041-01-01,0,1.0,60.0,13.0,20.0,Sim,27.247,Prateleira,1.0,apanha_c
2966,2967,131522,DIPIRONA+CAFEINA 25 BLT X 4 CPR,C,,C,5.0,,5.0,4.0,,4.0,3.0,,3.0,1.25,,1.25,0.0,017-037-01-01,0,1.0,12.0,0.0,0.0,Sim,,,5.0,apanha_c
2967,2968,60739,HIDRORAL REIDRATANTE SABOR NATURAL 500ML,C,,C,5.0,,5.0,2.0,,2.0,0.0,,0.0,2.5,,2.5,0.0,017-013-01-01,0,2.0,20.0,2.0,20.0,Não,20.287,Prateleira,0.0,apanha_c
2968,2969,999033,PRESERVATIVO BLOWTEX SKYN PCT C/3,C,C,C,5.0,0.0,5.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,5.0,1.0,017-017-01-01,3,4.0,48.0,37.0,48.0,Sim,20.183,Prateleira,2.0,apanha_c
2969,2970,16220,IBANDRONATO SODIO MONO150MG2BLX1 C.R.-,C,,C,5.0,,5.0,4.0,,4.0,0.0,,0.0,1.25,,1.25,0.0,,0,0.0,48.0,0.0,0.0,Não,,,1.0,
2970,2971,76679,DARK BAR SALTED CARAMEL AMENDOIM 8 UNID,C,,C,5.0,,5.0,4.0,,4.0,0.0,,0.0,1.25,,1.25,0.0,,0,0.0,4.0,0.0,0.0,Não,,,0.0,
2971,2972,2245,BANANINHA 26G S/ ACUCAR DISPLAY 24UN,C,,C,5.0,,5.0,5.0,,5.0,2.0,,2.0,1.0,,1.0,0.0,016-010-01-01,0,1.0,8.0,5.0,8.0,Não,23.284,Prateleira,2.0,apanha_c
2972,2973,2216,MEL PURO POTE C/300 SACHES 4G,C,,C,5.0,,5.0,5.0,,5.0,2.0,,2.0,1.0,,1.0,0.0,017-033-01-01,0,2.0,4.0,1.0,4.0,Sim,27.284,Prateleira,2.0,apanha_c
2973,2974,63422,VITAPURE SUPER C/ 60TABS,C,,C,5.0,,5.0,1.0,,1.0,2.0,,2.0,5.0,,5.0,0.0,016-008-01-01,0,3.0,6.0,10.0,12.0,Sim,24.371,Prateleira,2.0,apanha_c
2974,2975,231896,MAISOL 50000 UI 2BLX2COMP REV -,C,,C,5.0,,5.0,2.0,,2.0,0.0,,0.0,2.5,,2.5,0.0,014-012-02-01,0,8.0,48.0,0.0,48.0,Não,,,0.0,apanha_a
2975,2976,63665,EXTRATOR MANUAL LEITE MATERNO,C,C,C,5.0,1.0,7.0,5.0,1.0,6.0,3.0,3.0,3.0,1.0,1.0,1.1667,0.0,017-013-01-02,1,1.0,2.0,3.0,2.0,Não,23.537,Prateleira,0.0,apanha_c
2976,2977,63283,JABUTI 800G,C,B,C,5.0,12.0,17.0,1.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,4.25,0.0,018-022-01-01,0,1.0,10.0,0.0,0.0,Sim,,,4.0,pet
2977,2978,62996,FD GER MASTERFRAL CONFORT ECON XG 6X18,C,B,C,5.0,6.0,41.0,2.0,5.0,7.0,0.0,5.0,0.0,2.5,1.2,5.8571,7.0,017-002-01-01,2,2.0,6.0,0.0,1.0,Não,16.044,Flowrack,0.0,fd
2978,2979,671,THERMOLIP MAXX C/ 60CAPS,C,,C,4.0,,4.0,2.0,,2.0,0.0,,0.0,2.0,,2.0,0.0,,0,0.0,12.0,0.0,0.0,Sim,,,0.0,
2979,2980,62460,CARDOMARIN CAP DURA 254MG X 20,C,,C,4.0,,4.0,3.0,,3.0,0.0,,0.0,1.3333,,1.3333,0.0,,0,0.0,50.0,0.0,0.0,Não,,,0.0,
2980,2981,64459,PROTETOR  SUNLESS FPS50 120G,C,C,C,4.0,0.0,4.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,0.0,4.0,0.0,016-030-01-01,1,2.0,12.0,15.0,12.0,Não,24.287,Prateleira,1.0,apanha_c
2981,2982,733145,OLEO MINERAL VITA CAPILLI CERA DE ABELHA,C,,C,4.0,,4.0,1.0,,1.0,0.0,,0.0,4.0,,4.0,0.0,,0,0.0,12.0,0.0,0.0,Sim,,,0.0,
2982,2983,64442,SORO FISIOLÓGICO 250ML FARMAX,C,C,C,4.0,1.0,52.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,52.0,0.0,016-020-01-02,0,10.0,48.0,0.0,0.0,Sim,,,1.0,apanha_c
2983,2984,63180,TAMPA SIMPARIC,C,C,C,4.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,11.0,018-028-00-01,1,1.0,320.0,61.0,81.0,Não,15.083,Flowrack,0.0,pet
2984,2985,61791,FOLDERS FIT CARE,C,,C,4.0,,4.0,2.0,,2.0,0.0,,0.0,2.0,,2.0,0.0,,0,0.0,10.0,59.0,150.0,Não,17.555,Prateleira,0.0,
2985,2986,62355,GARLIC BLACK LINE 90G,C,,C,4.0,,4.0,1.0,,1.0,0.0,,0.0,4.0,,4.0,0.0,,0,0.0,24.0,0.0,0.0,Não,,,2.0,
2986,2987,16366,RIVAROXABANA 15 MG COM REV X 14 - GD,C,,C,4.0,,4.0,2.0,,2.0,1.0,,1.0,2.0,,2.0,0.0,016-010-01-02,0,1.0,60.0,50.0,60.0,Não,26.286,Prateleira,2.0,apanha_c
2987,2988,64358,FIO DENTAL TRANSFORMERS 25M,C,C,C,4.0,0.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,017-007-01-02,0,2.0,36.0,53.0,36.0,Não,23.553,Prateleira,2.0,apanha_c
2988,2989,63179,POTE SIMPARIC,C,C,C,4.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,93.0,018-028-00-02,3,1.0,40.0,61.0,60.0,Não,15.054,Flowrack,0.0,pet
2989,2990,400005,ACETILCISTEINA 200MG 16ENV 5G,C,,C,4.0,,4.0,2.0,,2.0,1.0,,1.0,2.0,,2.0,0.0,017-035-01-02,0,1.0,50.0,6.0,30.0,Sim,22.285,Prateleira,1.0,apanha_c
2990,2991,64409,LUVA PROCEDIM LATEX C/PO TAM P 100UN MDX,C,C,C,4.0,1.0,14.0,3.0,1.0,3.0,2.0,3.0,2.0,1.3333,1.0,4.666700000000001,0.0,017-009-01-02,0,1.0,10.0,0.0,0.0,Não,,,3.0,apanha_c
2991,2992,61780,SPIRULINA BLACK LINE PELLET M 120G (M),C,,C,4.0,,4.0,1.0,,1.0,2.0,,2.0,4.0,,4.0,0.0,018-020-01-01,0,1.0,24.0,0.0,0.0,Sim,,,0.0,pet
2992,2993,134107,TIOCONAZOL+TINIDAZOL CR VAG 35G,C,,C,3.0,,3.0,2.0,,2.0,1.0,,1.0,1.5,,1.5,0.0,,0,0.0,50.0,18.0,25.0,Sim,26.355,Prateleira,2.0,
2993,2994,64462,PROTETOR SUNLESS FACIAL FPS50 CLARO 60G,C,C,C,3.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.5,0.0,1.5,0.0,016-022-01-01,2,2.0,12.0,14.0,12.0,Não,24.326,Prateleira,2.0,apanha_c
2994,2995,63376,GARLIC BLACK LINE 300G,C,,C,3.0,,3.0,1.0,,1.0,0.0,,0.0,3.0,,3.0,0.0,,0,0.0,12.0,0.0,0.0,Não,,,2.0,
2995,2996,690440,LAVITAN CALCIO 60 COMPR CIMED,C,,C,3.0,,3.0,1.0,,1.0,0.0,,0.0,3.0,,3.0,0.0,,0,0.0,100.0,0.0,0.0,Sim,,,0.0,
2996,2997,6062346,CAFFEINE BLACK JACK - 90 CAPS USA,C,,C,3.0,,3.0,1.0,,1.0,0.0,,0.0,3.0,,3.0,0.0,,0,0.0,12.0,0.0,0.0,Sim,,,0.0,
2997,2998,410196,AZITROMICINA SUSP ORAL 1500MG (AM),C,,C,3.0,,3.0,2.0,,2.0,0.0,,0.0,1.5,,1.5,0.0,016-025-01-02,0,1.0,30.0,4.0,30.0,Não,22.431,Prateleira,0.0,antibiotico
2998,2999,64461,PROTETOR SUNLESS FACIAL FPS50 MEDIO 60G,C,C,C,3.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.5,0.0,1.5,0.0,016-030-01-01,2,2.0,12.0,13.0,12.0,Não,23.431,Prateleira,2.0,apanha_c
2999,3000,21421,ISOTRETINOINA 10MG C/30 CP (C2)** NQ,C,,C,3.0,,3.0,2.0,,2.0,0.0,,0.0,1.5,,1.5,0.0,,0,0.0,24.0,0.0,0.0,Não,,,0.0,
3000,3001,21563,ACECLOFENACO 100MG C/ 12COMP,C,,C,3.0,,3.0,1.0,,1.0,0.0,,0.0,3.0,,3.0,0.0,,0,0.0,48.0,0.0,0.0,Não,,,0.0,
3001,3002,102452,ULTRIMAX LOCAO 10% C/ 150ML,C,,C,3.0,,3.0,1.0,,1.0,0.0,,0.0,3.0,,3.0,0.0,,0,0.0,30.0,0.0,0.0,Não,,,0.0,
3002,3003,64426,KIT MURIEL SAB INTIMO+SAB INTIMO HERBAL,C,C,C,3.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,016-036-01-02,0,1.0,12.0,18.0,12.0,Não,22.604,Prateleira,1.0,apanha_c
3003,3004,62570,COLORS BLACK LINE 95G,C,,C,3.0,,3.0,2.0,,2.0,0.0,,0.0,1.5,,1.5,0.0,,0,0.0,24.0,13.0,11.0,Não,14.275,Prateleira,0.0,
3004,3005,287,OLEO FIGADO BACALHAU 250MG 60CAP MAXINUT,C,,C,3.0,,3.0,2.0,,2.0,1.0,,1.0,1.5,,1.5,0.0,,0,0.0,12.0,0.0,0.0,Sim,,,0.0,
3005,3006,62244,CR. PENTEAR VITA CAPILI LAVANDA 270G,C,,C,3.0,,3.0,2.0,,2.0,0.0,,0.0,1.5,,1.5,0.0,,0,0.0,12.0,0.0,0.0,Não,,,0.0,
3006,3007,62248,COND VITA CAPILI DE MILHO 310ML,C,,C,3.0,,3.0,2.0,,2.0,1.0,,1.0,1.5,,1.5,0.0,,0,0.0,12.0,0.0,0.0,Sim,,,0.0,
3007,3008,692334,BEPANTRIZ DERMA SPRAY FR 50ML,C,,C,3.0,,3.0,2.0,,2.0,0.0,,0.0,1.5,,1.5,0.0,,0,0.0,100.0,0.0,0.0,Sim,,,0.0,
3008,3009,734035,SHAMPOO UMIDILIZ BABY MENINO 150ML,C,,C,3.0,,3.0,2.0,,2.0,0.0,,0.0,1.5,,1.5,0.0,,0,0.0,12.0,0.0,0.0,Não,,,0.0,
3009,3010,760034,OMEGATIVE 3 C/ 120CAPS GEL,C,,C,3.0,,3.0,2.0,,2.0,0.0,,0.0,1.5,,1.5,0.0,,0,0.0,24.0,0.0,0.0,Sim,,,0.0,
3010,3011,62251,COND VITA CAPILI DE ABACATE 310ML,C,,C,3.0,,3.0,3.0,,3.0,0.0,,0.0,1.0,,1.0,0.0,,0,0.0,12.0,9.0,12.0,Não,21.621,Prateleira,0.0,
