Código,Descrição,Qtde em Receb.,Estoque Armaz.,Apanha,Permite Frac.,Ender.Cx.Fechada,Embal.,Capacidade,Estoque,Apanha.1,Ender.Fracionado,Tipo,Embal..1,Capacidade.1,Estoque.1
20000063603.0,FARINHA LACTEA 180 G,0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,1.0,0.0,0.0
20000064676.0,FARMAIODINE TOPICO ALMOT. 100ML FARMAX,0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,1.0,0.0,0.0
20000064675.0,FARMAIODINE TOPICO SPRAY 30ML FARMAX,0.0,0.0,Sim,Não,016-036-01-02,12.0,2.0,1,Sim,27.373,Prateleira,1.0,12.0,12.0
20000001370.0,FASE DO CIO,0.0,0.0,Não,Não,,30.0,0.0,0,Não,,,1.0,0.0,0.0
20000062464.0,FD CALÇA BUMMIS TUBOS JUMBINHO EG 8X15,0.0,37.0,Sim,Não,017-018-01-01,8.0,3.0,3,Sim,29.457,Prateleira,1.0,8.0,1.0
20000062463.0,FD CALÇA BUMMIS TUBOS JUMBINHO G 8X17,0.0,37.0,Sim,Não,017-036-00-01,8.0,5.0,5,Sim,29.107,Prateleira,1.0,8.0,4.0
20000062462.0,FD CALÇA BUMMIS TUBOS JUMBINHO M 8X20,0.0,9.0,Sim,Não,017-018-00-02,8.0,4.0,4,Sim,28.512,Prateleira,1.0,8.0,0.0
20000062465.0,FD CALÇA BUMMIS TUBOS JUMBINHO XXG 8X13,0.0,28.0,Sim,Não,017-038-00-02,8.0,3.0,3,Sim,29.165,Prateleira,1.0,8.0,5.0
20000062468.0,FD CALÇA BUMMIS TUBOS MEGA EG 6X26,0.0,13.0,Sim,Não,018-023-01-01,6.0,5.0,5,Sim,29.106,Prateleira,1.0,12.0,8.0
20000062467.0,FD CALÇA BUMMIS TUBOS MEGA G  6X30,0.0,93.0,Sim,Não,017-028-00-01,6.0,10.0,9,Sim,29.574,Prateleira,1.0,6.0,1.0
20000062466.0,FD CALÇA BUMMIS TUBOS MEGA M 6X34,0.0,8.0,Sim,Não,018-025-00-01,6.0,6.0,6,Sim,29.451,Prateleira,1.0,6.0,2.0
20000062469.0,FD CALÇA BUMMIS TUBOS MEGA XXG 6X22,0.0,155.0,Sim,Não,018-029-01-01,6.0,2.0,2,Sim,29.454,Prateleira,1.0,6.0,0.0
20000060398.0,FD GER FIT CARE CONF ECONOMICA EG 04X26,0.0,82.0,Sim,Não,017-008-00-01,4.0,1.0,1,Sim,28.516,Prateleira,1.0,4.0,0.0
20000060397.0,FD GER FIT CARE CONF ECONOMICA G 04X30,0.0,199.0,Sim,Não,018-037-01-01,4.0,2.0,6,Sim,29.166,Prateleira,1.0,4.0,3.0
20000060396.0,FD GER FIT CARE CONF ECONOMICA M 04X30,0.0,9.0,Sim,Não,018-023-00-01,4.0,8.0,7,Sim,28.392,Prateleira,1.0,4.0,2.0
20000060395.0,FD GER FIT CARE CONFORT REGULAR EG 08X07,0.0,3.0,Sim,Não,017-010-00-02,8.0,6.0,5,Sim,28.518,Prateleira,1.0,8.0,2.0
20000060394.0,FD GER FIT CARE CONFORT REGULAR G 08X08,0.0,52.0,Sim,Sim,017-008-01-01,8.0,5.0,4,Sim,29.108,Prateleira,1.0,8.0,4.0
20000060393.0,FD GER FIT CARE CONFORT REGULAR M 08X08,0.0,16.0,Sim,Não,017-014-00-01,8.0,5.0,5,Sim,28.574,Prateleira,1.0,8.0,7.0
20000063681.0,FD GER MASTER SOFT ECON PANTS G/EG 4X16,0.0,2.0,Sim,Não,017-012-01-01,4.0,6.0,6,Sim,29.396,Prateleira,1.0,4.0,3.0
20000063680.0,FD GER MASTER SOFT ECON PANTS P/M 4X16,0.0,0.0,Sim,Não,017-012-01-01,4.0,6.0,4,Sim,28.517,Prateleira,1.0,4.0,3.0
20000063679.0,FD GER MASTER SOFT PANTS REGULAR G/EG8X8,0.0,0.0,Sim,Não,017-030-00-01,8.0,1.0,0,Não,,,1.0,0.0,0.0
20000063678.0,FD GER MASTER SOFT PANTS REGULAR P/M 8X8,0.0,2.0,Sim,Não,017-010-01-01,8.0,3.0,3,Sim,28.105,Prateleira,1.0,1.0,0.0
20000063540.0,FD GER MASTER SOFT REGULAR EG 10X7,0.0,15.0,Sim,Não,017-004-01-01,10.0,6.0,6,Sim,28.515,Prateleira,1.0,4.0,3.0
20000063539.0,FD GER MASTER SOFT REGULAR G 10X8,0.0,0.0,Sim,Não,017-006-00-02,10.0,12.0,10,Não,,,1.0,0.0,0.0
20000063538.0,FD GER MASTER SOFT REGULAR M 10X8,0.0,20.0,Sim,Não,017-006-01-01,10.0,4.0,4,Sim,29.517,Prateleira,1.0,1.0,3.0
20000063537.0,FD GER MASTER SOFT REGULAR P 10X10,0.0,13.0,Sim,Não,017-006-00-01,10.0,1.0,1,Sim,28.578,Prateleira,1.0,10.0,8.0
20000062995.0,FD GER MASTERFRAL CONFORT ECON G 6X20,0.0,0.0,Não,Não,,6.0,0.0,0,Não,,,1.0,0.0,0.0
20000062994.0,FD GER MASTERFRAL CONFORT ECON M 6X20,0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,1.0,0.0,0.0
20000062996.0,FD GER MASTERFRAL CONFORT ECON XG 6X18,0.0,7.0,Sim,Não,017-002-01-01,6.0,2.0,2,Sim,16.044,Flowrack,1.0,1.0,0.0
20000062992.0,FD GER MASTERFRAL CONFORT G 8X7,0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,1.0,0.0,0.0
20000062991.0,FD GER MASTERFRAL CONFORT M 8X8,0.0,0.0,Sim,Não,017-002-01-01,8.0,3.0,0,Não,,,1.0,0.0,0.0
20000062993.0,FD GER MASTERFRAL CONFORT XG 8X7,0.0,98.0,Sim,Não,017-006-01-01,8.0,1.0,1,Sim,28.577,Prateleira,1.0,8.0,2.0
20000063533.0,FD GER MODERATE PCT ECONOMICO EG 4X26,0.0,16.0,Sim,Não,017-004-00-02,4.0,4.0,4,Sim,28.394,Prateleira,1.0,4.0,4.0
20000063532.0,FD GER MODERATE PCT ECONOMICO G 4X30,0.0,5.0,Sim,Não,017-004-00-01,4.0,7.0,5,Sim,28.282,Prateleira,1.0,4.0,3.0
20000063531.0,FD GER MODERATE PCT ECONOMICO M 4X30,0.0,176.0,Sim,Não,017-028-01-01,4.0,4.0,4,Sim,28.286,Prateleira,1.0,4.0,0.0
20000063530.0,FD GER MODERATE REGULAR EG 10X7,0.0,43.0,Sim,Não,017-002-00-01,10.0,4.0,4,Sim,28.453,Prateleira,1.0,10.0,13.0
20000063529.0,FD GER MODERATE REGULAR G 10X8,0.0,0.0,Sim,Não,017-002-00-02,10.0,6.0,0,Não,,,1.0,0.0,0.0
20000063528.0,FD GER MODERATE REGULAR M 10X8,0.0,37.0,Sim,Não,017-020-01-01,10.0,4.0,4,Sim,28.222,Prateleira,1.0,10.0,1.0
20000063536.0,FD GER MODERATE SUPER ECONOMICO EG 2X42,0.0,0.0,Sim,Não,017-018-01-01,2.0,12.0,0,Sim,29.398,Prateleira,1.0,2.0,0.0
20000063535.0,FD GER MODERATE SUPER ECONOMICO G 2X50,0.0,31.0,Sim,Não,018-029-00-01,2.0,3.0,3,Sim,28.457,Prateleira,1.0,2.0,0.0
20000063534.0,FD GER MODERATE SUPER ECONOMICO M 2X50,0.0,0.0,Sim,Não,017-022-01-01,2.0,6.0,2,Sim,29.284,Prateleira,1.0,2.0,2.0
20000061716.0,FD GER MULTIFRAL PANTS REGULAR G/EG 8X08,0.0,0.0,Não,Não,,8.0,0.0,0,Sim,,,1.0,8.0,0.0
20000061715.0,FD GER MULTIFRAL PANTS REGULAR P/M 8X08,0.0,0.0,Não,Não,,8.0,0.0,0,Sim,,,1.0,8.0,0.0
20000061714.0,FD GER MULTIFRAL REGULAR EG 8X07,0.0,0.0,Não,Não,,8.0,0.0,0,Sim,,,1.0,8.0,0.0
20000061713.0,FD GER MULTIFRAL REGULAR G 8X08,0.0,0.0,Não,Não,,8.0,0.0,0,Sim,,,1.0,8.0,0.0
20000061712.0,FD GER MULTIFRAL REGULAR M 8X08,0.0,0.0,Sim,Não,017-020-00-02,8.0,10.0,0,Sim,,,1.0,8.0,0.0
20000060418.0,FD GER SENSATY PREMIUM ECONOMICA EG04X18,0.0,0.0,Sim,Sim,017-024-00-02,4.0,7.0,0,Sim,28.452,Prateleira,1.0,4.0,0.0
20000060417.0,FD GER SENSATY PREMIUM ECONOMICA G 04X20,0.0,0.0,Sim,Não,017-042-00-02,4.0,4.0,0,Sim,28.396,Prateleira,1.0,4.0,0.0
20000060416.0,FD GER SENSATY PREMIUM ECONOMICA M 04X20,0.0,12.0,Sim,Não,017-040-00-02,4.0,4.0,4,Sim,29.282,Prateleira,1.0,4.0,3.0
20000060424.0,FD GER SENSATY PREMIUM PANTS EC EG 04X16,0.0,0.0,Sim,Não,018-019-00-01,4.0,6.0,0,Não,,,1.0,0.0,0.0
20000060423.0,FD GER SENSATY PREMIUM PANTS EC G 04X16,0.0,0.0,Sim,Não,017-004-01-01,4.0,4.0,3,Sim,28.224,Prateleira,1.0,4.0,4.0
20000060422.0,FD GER SENSATY PREMIUM PANTS EC P/M 4X16,0.0,0.0,Sim,Não,017-012-00-02,4.0,3.0,0,Sim,29.577,Prateleira,1.0,4.0,0.0
20000060421.0,FD GER SENSATY PREMIUM PANTS EG 08X08,0.0,0.0,Sim,Não,017-008-01-01,8.0,6.0,0,Não,,,1.0,0.0,0.0
20000060420.0,FD GER SENSATY PREMIUM PANTS G 08X08,0.0,142.0,Sim,Não,017-014-01-01,8.0,10.0,9,Sim,29.456,Prateleira,1.0,8.0,4.0
20000060419.0,FD GER SENSATY PREMIUM PANTS P/M 08X08,0.0,35.0,Sim,Não,017-026-01-01,8.0,3.0,3,Sim,28.458,Prateleira,1.0,8.0,4.0
20000060415.0,FD GER SENSATY PREMIUM REGULAR EG 08X07,0.0,0.0,Sim,Não,017-014-01-01,8.0,15.0,0,Não,,,1.0,0.0,0.0
20000060400.0,FD GER SENSATY PREMIUM REGULAR G 08X08,0.0,8.0,Sim,Não,017-014-00-02,8.0,7.0,5,Sim,28.571,Prateleira,1.0,8.0,4.0
20000060399.0,FD GER SENSATY PREMIUM REGULAR M 08X08,0.0,0.0,Sim,Não,017-028-00-02,8.0,4.0,0,Não,,,1.0,0.0,0.0
20000064851.0,FD INF BABY WILLY HIPER EG 4 X 70,0.0,47.0,Sim,Não,018-036-00-01,4.0,3.0,3,Sim,28.167,Prateleira,1.0,4.0,0.0
20000064850.0,FD INF BABY WILLY HIPER G 4 X 80,0.0,47.0,Sim,Não,018-022-00-02,4.0,3.0,3,Sim,29.226,Prateleira,1.0,4.0,0.0
20000064849.0,FD INF BABY WILLY HIPER M 4 X 90,0.0,26.0,Sim,Não,017-034-00-01,4.0,4.0,3,Sim,29.514,Prateleira,1.0,4.0,4.0
20000060376.0,FD INF CAP BUMMIS JUMBINHO M 12X20,0.0,0.0,Não,Não,,12.0,0.0,0,Não,,,1.0,0.0,0.0
20000060381.0,FD INF CAP BUMMIS JUMBO M 8X32,0.0,0.0,Não,Não,,8.0,0.0,0,Não,,,1.0,0.0,0.0
20000060385.0,FD INF CAP BUMMIS MEGA P 06X56,0.0,0.0,Não,Não,,6.0,0.0,0,Não,,,1.0,0.0,0.0
20000063449.0,FD INF CAP BUMMIS TUBOS HIPER EG 4X58,0.0,134.0,Sim,Não,017-042-00-01,4.0,5.0,5,Sim,28.288,Prateleira,1.0,8.0,0.0
20000063448.0,FD INF CAP BUMMIS TUBOS HIPER G 4X60,0.0,156.0,Sim,Sim,017-028-00-02,4.0,3.0,1 (+1 fr),Sim,28.398,Prateleira,1.0,8.0,5.0
20000063447.0,FD INF CAP BUMMIS TUBOS HIPER M 4X68,0.0,18.0,Sim,Não,017-018-00-01,4.0,2.0,2,Sim,29.394,Prateleira,1.0,4.0,0.0
20000063450.0,FD INF CAP BUMMIS TUBOS HIPER XXG 4X54,0.0,110.0,Sim,Sim,018-029-00-02,4.0,10.0,10 (+3 fr),Sim,28.104,Prateleira,1.0,4.0,0.0
20000061257.0,FD INF CAP BUMMIS TUBOS JUMBINHO EG12X14,0.0,6.0,Sim,Não,017-038-01-01,12.0,3.0,3,Sim,29.511,Prateleira,1.0,12.0,11.0
20000061256.0,FD INF CAP BUMMIS TUBOS JUMBINHO G 12X18,0.0,21.0,Sim,Não,017-030-00-02,12.0,4.0,3,Sim,29.513,Prateleira,1.0,12.0,1.0
20000061255.0,FD INF CAP BUMMIS TUBOS JUMBINHO M 12X20,0.0,3.0,Sim,Não,017-020-01-01,12.0,5.0,4,Sim,29.162,Prateleira,1.0,12.0,6.0
20000061254.0,FD INF CAP BUMMIS TUBOS JUMBINHO P 12X24,0.0,6.0,Sim,Não,018-017-01-01,12.0,3.0,3,Sim,28.162,Prateleira,1.0,12.0,0.0
20000061258.0,FD INF CAP BUMMIS TUBOS JUMBINHOXXG12X12,0.0,10.0,Sim,Não,018-019-01-01,12.0,5.0,5,Sim,29.224,Prateleira,1.0,12.0,7.0
20000061262.0,FD INF CAP BUMMIS TUBOS JUMBO EG 08X24,0.0,9.0,Sim,Não,017-030-01-01,8.0,1.0,1,Sim,29.515,Prateleira,1.0,8.0,4.0
20000061261.0,FD INF CAP BUMMIS TUBOS JUMBO G 08X28,0.0,28.0,Sim,Não,017-038-00-01,8.0,1.0,1,Sim,29.228,Prateleira,1.0,8.0,3.0
20000061260.0,FD INF CAP BUMMIS TUBOS JUMBO M 08X32,0.0,18.0,Sim,Não,017-022-01-01,8.0,6.0,5,Sim,29.161,Prateleira,1.0,8.0,7.0
20000061259.0,FD INF CAP BUMMIS TUBOS JUMBO P 08X36,0.0,8.0,Sim,Não,017-022-00-01,8.0,4.0,4,Sim,29.167,Prateleira,1.0,8.0,5.0
20000061263.0,FD INF CAP BUMMIS TUBOS JUMBO XXG 08X20,0.0,14.0,Sim,Não,018-035-01-01,8.0,8.0,6,Sim,29.101,Prateleira,1.0,10.0,1.0
20000061267.0,FD INF CAP BUMMIS TUBOS MEGA EG 06X38,0.0,68.0,Sim,Sim,017-024-01-01,6.0,4.0,3 (+4 fr),Sim,29.578,Prateleira,1.0,6.0,4.0
20000061266.0,FD INF CAP BUMMIS TUBOS MEGA G 06X42,0.0,338.0,Sim,Sim,018-025-01-01,6.0,6.0,5 (+1 fr),Sim,29.572,Prateleira,1.0,6.0,4.0
20000061265.0,FD INF CAP BUMMIS TUBOS MEGA M 06X50,0.0,160.0,Sim,Não,017-042-01-01,6.0,4.0,4,Sim,29.225,Prateleira,1.0,6.0,3.0
20000061264.0,FD INF CAP BUMMIS TUBOS MEGA P 06X56,0.0,41.0,Sim,Não,017-030-01-01,6.0,4.0,3,Sim,28.164,Prateleira,1.0,6.0,1.0
20000061268.0,FD INF CAP BUMMIS TUBOS MEGA XXG 06X36,0.0,479.0,Sim,Não,017-006-00-01,6.0,2.0,2,Sim,28.225,Prateleira,1.0,6.0,2.0
20000063720.0,FD INF CAPRICHO BABY HIPER EG 06 X 50,0.0,307.0,Sim,Não,018-035-01-01,6.0,8.0,7,Sim,28.572,Prateleira,1.0,6.0,2.0
20000063719.0,FD INF CAPRICHO BABY HIPER G 06 X 60,0.0,253.0,Sim,Não,018-037-00-01,6.0,3.0,8,Sim,28.455,Prateleira,1.0,4.0,4.0
20000063718.0,FD INF CAPRICHO BABY HIPER M 06 X 70,0.0,58.0,Sim,Não,018-037-00-02,6.0,6.0,6,Sim,28.511,Prateleira,1.0,1.0,4.0
20000063717.0,FD INF CAPRICHO BABY HIPER P 06 X 80,0.0,26.0,Sim,Sim,018-039-00-01,6.0,4.0,4 (+4 fr),Sim,29.458,Prateleira,1.0,1.0,1.0
20000063721.0,FD INF CAPRICHO BABY HIPER XXG 06 X 40,0.0,336.0,Sim,Não,018-035-00-02,6.0,6.0,5,Sim,28.226,Prateleira,1.0,6.0,1.0
20000063725.0,FD INF CAPRICHO BABY JUMBINHO EG 12 X 14,0.0,35.0,Sim,Não,018-027-01-01,12.0,4.0,4,Sim,28.165,Prateleira,1.0,12.0,8.0
20000063724.0,FD INF CAPRICHO BABY JUMBINHO G 12 X 18,0.0,31.0,Sim,Não,018-029-01-01,12.0,6.0,6,Sim,29.455,Prateleira,1.0,12.0,7.0
20000063723.0,FD INF CAPRICHO BABY JUMBINHO M 12 X 20,0.0,25.0,Sim,Não,018-033-01-01,12.0,4.0,3,Sim,29.104,Prateleira,1.0,12.0,0.0
20000063722.0,FD INF CAPRICHO BABY JUMBINHO P 12 X 24,0.0,16.0,Sim,Não,018-035-00-02,12.0,5.0,5,Sim,29.288,Prateleira,1.0,12.0,2.0
20000063726.0,FD INF CAPRICHO BABY JUMBINHO XXG 12 X12,0.0,49.0,Sim,Não,018-025-01-01,12.0,6.0,5,Sim,28.161,Prateleira,1.0,12.0,9.0
20000063730.0,FD INF CAPRICHO BABY MEGA EG 04 X 64,0.0,826.0,Sim,Sim,018-019-00-02,4.0,8.0,6,Sim,28.163,Prateleira,1.0,4.0,1.0
20000063729.0,FD INF CAPRICHO BABY MEGA G 04 X 72,0.0,2095.0,Sim,Não,018-019-01-01,4.0,6.0,6,Sim,28.107,Prateleira,1.0,4.0,2.0
20000063728.0,FD INF CAPRICHO BABY MEGA M 04 X 80,0.0,159.0,Sim,Não,018-021-01-01,4.0,1.0,1,Sim,28.456,Prateleira,1.0,4.0,2.0
20000063727.0,FD INF CAPRICHO BABY MEGA P 04 X 96,0.0,38.0,Sim,Não,018-021-01-01,4.0,4.0,3,Sim,28.284,Prateleira,1.0,4.0,0.0
20000063744.0,FD INF CAPRICHO BABY MEGA PACOTÃ XXG6X26,0.0,94.0,Sim,Não,017-024-00-01,6.0,3.0,3,Sim,28.108,Prateleira,1.0,6.0,9.0
20000063743.0,FD INF CAPRICHO BABY MEGA PACOTÃO EG6X32,0.0,91.0,Sim,Não,017-038-00-02,6.0,2.0,2,Sim,29.512,Prateleira,1.0,3.0,8.0
20000063742.0,FD INF CAPRICHO BABY MEGA PACOTÃO G 6X34,0.0,84.0,Sim,Não,018-021-00-01,6.0,4.0,3,Sim,28.168,Prateleira,1.0,6.0,5.0
20000063741.0,FD INF CAPRICHO BABY MEGA PACOTÃO M 6X40,0.0,76.0,Sim,Não,017-008-00-02,6.0,1.0,1,Sim,28.166,Prateleira,1.0,6.0,2.0
20000063731.0,FD INF CAPRICHO BABY MEGA XXG 04 X 54,0.0,2788.0,Sim,Não,018-019-01-01,4.0,2.0,10,Sim,29.392,Prateleira,1.0,4.0,1.0
20000063735.0,FD INF CAPRICHO BABY REGULAR EG 16 X 7,0.0,17.0,Sim,Não,017-034-01-01,16.0,4.0,4,Sim,28.101,Prateleira,1.0,16.0,14.0
20000063734.0,FD INF CAPRICHO BABY REGULAR G 16 X 7,0.0,17.0,Sim,Não,018-017-00-01,16.0,3.0,3,Sim,28.451,Prateleira,1.0,16.0,7.0
20000063733.0,FD INF CAPRICHO BABY REGULAR M 16 X 8,0.0,9.0,Sim,Não,018-017-00-02,16.0,4.0,4,Sim,28.513,Prateleira,1.0,16.0,16.0
20000063732.0,FD INF CAPRICHO BABY REGULAR P 16 X 10,0.0,0.0,Não,Não,,0.0,0.0,0,Não,,,1.0,0.0,0.0
20000063739.0,FD INF CAPRICHO BABY SUPER JUMBO EG 3X70,0.0,37.0,Sim,Não,017-040-01-01,3.0,5.0,20,Sim,28.106,Prateleira,1.0,3.0,1.0
20000063738.0,FD INF CAPRICHO BABY SUPER JUMBO G 3X 80,0.0,37.0,Sim,Não,018-041-00-02,3.0,1.0,7,Sim,28.102,Prateleira,1.0,1.0,0.0
20000063737.0,FD INF CAPRICHO BABY SUPER JUMBO M 3X 90,0.0,12.0,Sim,Não,018-019-00-01,3.0,5.0,4,Sim,29.576,Prateleira,1.0,5.0,2.0
20000063736.0,FD INF CAPRICHO BABY SUPER JUMBO P 3X100,0.0,30.0,Sim,Não,017-036-01-01,3.0,3.0,3,Sim,28.228,Prateleira,1.0,1.0,0.0
20000063740.0,FD INF CAPRICHO BABY SUPER JUMBO XXG3X56,0.0,197.0,Sim,Não,017-042-01-01,3.0,8.0,7,Sim,29.168,Prateleira,1.0,3.0,2.0
20000060360.0,FD INF ENXUTITA JUMBINHO EG 08X14,0.0,0.0,Sim,Não,017-034-00-02,8.0,7.0,0,Sim,29.453,Prateleira,1.0,8.0,9.0
20000060359.0,FD INF ENXUTITA JUMBINHO G 08X18,0.0,0.0,Sim,Não,018-023-01-01,8.0,5.0,0,Não,,,1.0,0.0,0.0
20000060358.0,FD INF ENXUTITA JUMBINHO M 08X20,0.0,0.0,Sim,Não,017-026-01-01,8.0,4.0,0,Não,,,1.0,0.0,0.0
20000060357.0,FD INF ENXUTITA JUMBINHO P 08X24,0.0,0.0,Não,Não,,8.0,0.0,0,Não,,,1.0,0.0,0.0
20000060361.0,FD INF ENXUTITA JUMBINHO XXG 08X12,0.0,0.0,Sim,Não,017-036-00-02,8.0,4.0,0,Não,,,1.0,0.0,0.0
20000060355.0,FD INF ENXUTITA REGULAR G 16X07,0.0,0.0,Não,Não,,16.0,0.0,0,Não,,,1.0,0.0,0.0
20000060353.0,FD INF ENXUTITA REGULAR P 16X10,0.0,0.0,Não,Não,,16.0,0.0,0,Não,,,1.0,0.0,0.0
20000060365.0,FD INF ENXUTITA SUPER JUMBO EG 3X64,0.0,0.0,Sim,Não,017-028-01-01,3.0,4.0,0,Não,,,1.0,0.0,0.0
20000060364.0,FD INF ENXUTITA SUPER JUMBO G 03X72,0.0,0.0,Sim,Não,018-027-00-01,3.0,5.0,0,Não,,,1.0,0.0,0.0
20000060363.0,FD INF ENXUTITA SUPER JUMBO M 03X80,0.0,0.0,Sim,Não,018-025-00-02,3.0,5.0,0,Não,,,1.0,0.0,0.0
20000060362.0,FD INF ENXUTITA SUPER JUMBO P 03X96,0.0,0.0,Não,Não,,3.0,0.0,0,Não,,,1.0,0.0,0.0
20000060366.0,FD INF ENXUTITA SUPER JUMBOXXG 3X56,0.0,0.0,Sim,Não,017-010-00-01,3.0,8.0,0,Não,,,1.0,0.0,0.0
20000063753.0,FD INF MULTIFRAL HIPER EG 06X50,0.0,569.0,Sim,Não,018-041-00-01,6.0,1.0,1,Sim,29.286,Prateleira,1.0,6.0,3.0
20000063752.0,FD INF MULTIFRAL HIPER G 06X60,0.0,407.0,Sim,Não,018-017-01-01,6.0,3.0,3,Sim,28.575,Prateleira,1.0,6.0,7.0
20000063751.0,FD INF MULTIFRAL HIPER M 06X70,0.0,258.0,Sim,Não,018-039-00-02,6.0,8.0,13,Sim,29.518,Prateleira,1.0,6.0,2.0
20000063754.0,FD INF MULTIFRAL HIPER XXG 06X40,0.0,636.0,Sim,Não,018-033-01-01,6.0,3.0,3,Sim,28.576,Prateleira,1.0,6.0,9.0
20000060321.0,FD INF MULTIFRAL SUPER JUMBO EG 03X70,0.0,0.0,Sim,Não,018-035-00-01,3.0,3.0,0,Sim,,,1.0,1.0,0.0
20000060320.0,FD INF MULTIFRAL SUPER JUMBO G 03X80,0.0,0.0,Não,Não,,3.0,0.0,0,Não,,,1.0,0.0,0.0
20000060319.0,FD INF MULTIFRAL SUPER JUMBO M 03X90,0.0,421.0,Sim,Não,018-021-00-02,3.0,2.0,5,Sim,29.103,Prateleira,1.0,1.0,2.0
20000060315.0,FD INF MULTIFRAL SUPER JUMBO P 03X100,0.0,398.0,Sim,Não,018-027-00-02,3.0,5.0,7,Sim,28.221,Prateleira,1.0,3.0,0.0
,,,,,,,,,,,,,,,
20000060322.0,FD INF MULTIFRAL SUPER JUMBO XXG 03X56,0.0,0.0,Sim,Não,017-020-00-01,3.0,3.0,0,Não,,,1.0,0.0,0.0
20000062997.0,FD INF NAT BABY RN (12X20),0.0,0.0,Não,Não,,12.0,0.0,0,Não,,,1.0,0.0,0.0
20000060351.0,FD INF REI LEÃO HIPER EG 04X50,0.0,0.0,Não,Não,,4.0,0.0,0,Não,,,1.0,0.0,0.0
20000060350.0,FD INF REI LEÃO HIPER G 04X60,0.0,0.0,Não,Não,,4.0,0.0,0,Não,,,1.0,0.0,0.0
20000060345.0,FD INF REI LEÃO JUMBINHO M 08X20,0.0,0.0,Não,Não,,8.0,0.0,0,Não,,,1.0,0.0,0.0
20000060337.0,FD INF VIC BABY HIPER EG 06X50,0.0,587.0,Sim,Sim,017-026-00-02,6.0,2.0,1 (+4 fr),Sim,29.102,Prateleira,1.0,6.0,0.0
20000060336.0,FD INF VIC BABY HIPER G 06X60,0.0,438.0,Sim,Não,018-023-01-01,6.0,5.0,5,Sim,29.222,Prateleira,1.0,6.0,0.0
20000060335.0,FD INF VIC BABY HIPER M 06X70,0.0,0.0,Sim,Não,017-012-00-01,6.0,2.0,0,Sim,29.163,Prateleira,1.0,6.0,0.0
20000060334.0,FD INF VIC BABY HIPER P 06X80,0.0,0.0,Sim,Não,017-040-01-01,6.0,4.0,0,Sim,29.227,Prateleira,1.0,6.0,0.0
20000060338.0,FD INF VIC BABY HIPER XXG 06X40,0.0,851.0,Sim,Não,017-040-00-01,6.0,6.0,5,Sim,29.105,Prateleira,1.0,6.0,5.0
20000060330.0,FD INF VIC BABY JUMBINHO EG 12X14,0.0,0.0,Sim,Não,017-022-00-02,12.0,5.0,0,Sim,,,1.0,12.0,0.0
20000060329.0,FD INF VIC BABY JUMBINHO G 12X18,0.0,0.0,Não,Não,,12.0,0.0,0,Sim,,,1.0,1.0,0.0
20000060328.0,FD INF VIC BABY JUMBINHO M 12X20,0.0,0.0,Sim,Não,018-033-00-01,12.0,5.0,0,Não,,,1.0,0.0,0.0
20000060327.0,FD INF VIC BABY JUMBINHO P 12X24,0.0,0.0,Sim,Não,017-036-01-01,12.0,3.0,0,Sim,,,1.0,12.0,0.0
20000060331.0,FD INF VIC BABY JUMBINHO XXG 12X12,0.0,8.0,Sim,Não,017-026-00-01,12.0,5.0,4,Sim,29.452,Prateleira,1.0,12.0,17.0
20000060342.0,FD INF VIC BABY MEGA EG 3X70,0.0,3169.0,Sim,Não,018-023-00-02,3.0,1.0,8,Sim,29.223,Prateleira,1.0,3.0,0.0
20000060341.0,FD INF VIC BABY MEGA G 03X80,0.0,2871.0,Sim,Não,017-034-01-01,3.0,1.0,4,Sim,29.221,Prateleira,1.0,3.0,2.0
20000060340.0,FD INF VIC BABY MEGA M 03X90,0.0,27.0,Sim,Não,017-024-01-01,3.0,5.0,6,Sim,29.164,Prateleira,1.0,3.0,2.0
20000060339.0,FD INF VIC BABY MEGA P 3X100,0.0,0.0,Sim,Não,018-033-00-02,3.0,3.0,0,Sim,28.227,Prateleira,1.0,3.0,0.0
20000060343.0,FD INF VIC BABY MEGA XXG 3X56,0.0,3751.0,Sim,Não,018-021-01-01,3.0,1.0,5,Sim,29.575,Prateleira,1.0,3.0,0.0
20000060326.0,FD INF VIC BABY REGULAR EG 16X07,0.0,0.0,Não,Não,,16.0,0.0,0,Não,,,1.0,0.0,0.0
20000060325.0,FD INF VIC BABY REGULAR G 16X07,0.0,0.0,Não,Não,,16.0,0.0,0,Não,,,1.0,0.0,0.0
20000060324.0,FD INF VIC BABY REGULAR M 16X08,0.0,0.0,Não,Não,,16.0,0.0,0,Não,,,1.0,0.0,0.0
20000060323.0,FD INF VIC BABY REGULAR P 16X10,0.0,0.0,Não,Não,,16.0,0.0,0,Não,,,1.0,0.0,0.0
20000064416.0,FD MATURI CONFORT ECONOMICA  EG 4X26,0.0,0.0,Sim,Não,017-002-01-01,4.0,2.0,0,Não,,,1.0,0.0,0.0
20000064415.0,FD MATURI CONFORT ECONOMICA  G 4X30,0.0,58.0,Sim,Não,017-008-01-01,4.0,2.0,2,Não,,,1.0,0.0,0.0
